,galex_objid,sdss_objid,ra,dec,u,g,r,i,z,nuv_mag,fuv_mag,classs,subclass
4913,6.37862E+18,1.23767E+18,198.3039942,25.73151366,20.30267525,20.01867867,19.92034149,20.08789253,19.82420731,20.39457512,21.3229332,QSO,BROADLINE
4915,6.37932E+18,1.23767E+18,201.862885,30.52772065,19.43486595,19.23659134,19.06203842,19.06481743,19.02112579,19.91569138,21.48421097,QSO,BROADLINE
4917,6.37862E+18,1.23767E+18,200.8631641,19.44986933,24.92771912,22.69408226,21.48858452,19.06609154,17.85408401,23.12352371,-999,STAR,M7
4935,6.37489E+18,1.23767E+18,191.0966747,35.92606267,20.64744759,20.39542389,20.37841606,20.52621078,20.63175392,21.04230118,-999,STAR,WD
4936,6.37489E+18,1.23767E+18,190.6531138,35.88726402,23.99181557,21.06667137,20.21560287,19.94116211,19.74478149,22.61220551,-999,STAR,K3
4937,6.37489E+18,1.23766E+18,190.850822,36.33930108,20.77518463,20.46736526,20.19604874,19.86336899,19.78412056,22.73571205,-999,QSO,null
4941,6.37468E+18,1.23766E+18,187.6620047,38.90273495,20.25710106,19.78324699,18.96445084,18.74688911,18.4803772,21.02448845,20.90486145,QSO,BROADLINE
4953,6.37876E+18,1.23766E+18,194.9413017,15.7780471,20.65405273,19.52803612,19.37077904,19.27710915,19.24505806,22.19820023,-999,STAR,A0
4958,6.37472E+18,1.23766E+18,196.1133745,41.23906737,24.70044518,21.77987671,20.29246712,19.80411911,19.2037487,22.72823906,-999,STAR,K7
4961,6.37876E+18,1.23766E+18,196.7364863,14.86225324,18.50040627,18.24432564,18.34003258,18.08414268,17.88594818,18.50615311,19.01805115,QSO,BROADLINE
4971,6.37876E+18,1.23766E+18,193.567531,14.80110561,20.58421326,20.22581482,20.16656303,19.94335365,20.11247063,21.82203484,-999,QSO,BROADLINE
4975,3.22381E+18,1.23766E+18,192.3401268,14.41978819,20.39665031,20.05238914,19.99937057,20.05997658,19.85632706,20.41597939,-999,QSO,BROADLINE
4977,6.37482E+18,1.23767E+18,177.5086345,30.6465438,21.73283768,21.3927784,20.6935482,19.79309654,19.38407707,22.2442627,-999,QSO,null
4991,6.37482E+18,1.23767E+18,177.7321372,29.92906792,20.82643127,20.47893333,20.33026505,20.22807503,19.95418549,21.99600792,-999,QSO,BROADLINE
4996,3.15069E+18,1.23767E+18,197.2711812,28.34028487,20.03419495,19.57290077,19.67794609,19.64879608,19.63608932,22.864645,22.94547081,QSO,BROADLINE
4997,3.052E+18,1.23767E+18,179.8149657,27.05899729,21.15478516,20.57276917,20.54284096,20.48241997,20.40339279,22.80529213,-999,STAR,CV
4999,6.37489E+18,1.23767E+18,191.7159724,32.16494435,20.86688995,20.33979225,20.1121521,19.94235229,19.66602707,21.36534882,21.58283424,QSO,BROADLINE
5021,3.15192E+18,1.23767E+18,188.3377539,31.93452393,22.51775551,21.79988289,21.88426399,21.68595314,22.09923744,24.52801514,-999,QSO,BROADLINE
5023,3.23876E+18,1.23767E+18,188.1053205,32.16260474,24.16714668,21.86002159,21.79646873,21.69926643,21.33755302,22.21439934,-999,QSO,null
5025,2.58746E+18,1.23767E+18,187.169047,33.19469035,21.01006889,20.62150764,20.50803185,20.45989609,20.31355476,23.4409008,24.19688416,QSO,BROADLINE
5026,6.37489E+18,1.23767E+18,189.851499,28.71713221,19.37943459,19.430233,19.46793747,19.16080666,19.29114914,21.47311783,-999,QSO,BROADLINE
5029,6.37489E+18,1.23767E+18,188.9229735,29.74449588,22.17549133,21.37787056,20.98293877,20.75003815,20.00165558,22.17263794,-999,QSO,BROADLINE
5030,6.37489E+18,1.23767E+18,189.1799354,30.31609004,21.09206963,20.60874748,20.22826385,19.97615623,19.7211132,22.14796829,-999,QSO,null
5031,6.37489E+18,1.23767E+18,189.0513932,30.05664881,21.05909729,20.46293449,20.38783073,20.35154152,19.7504158,21.01229095,-999,QSO,BROADLINE
5034,6.37486E+18,1.23767E+18,184.2262539,32.26457895,22.24612236,21.59817505,21.72517204,21.53428459,20.98773575,22.68574142,-999,QSO,BROADLINE
5035,3.24309E+18,1.23767E+18,186.1948749,31.61198534,22.90955544,21.951231,22.12678909,21.89028549,22.30244255,22.47769547,-999,QSO,null
5043,6.37472E+18,1.23766E+18,195.5142601,41.66788281,22.22179985,21.202425,20.4825325,19.61090469,19.33880234,22.39060402,-999,QSO,STARBURST BROADLINE
5046,6.37472E+18,1.23766E+18,196.6183074,39.96919024,20.49282455,19.89668846,18.84596825,18.51083946,18.15319824,21.48430252,21.32387352,QSO,STARBURST BROADLINE
5048,6.37472E+18,1.23766E+18,195.8332393,40.16334451,21.94142532,21.43372345,21.39564133,21.33461189,21.1496067,22.81910896,-999,STAR,A4V (97603)
5051,6.37472E+18,1.23766E+18,196.9099207,40.68373038,19.66152763,19.30205154,19.22454071,19.29924774,19.17666245,20.00351906,21.17892456,QSO,BROADLINE
5052,6.37472E+18,1.23766E+18,197.8528422,41.53486595,22.38878822,21.87504005,21.61666679,21.8862114,21.85779762,22.13899422,-999,STAR,WDmagnetic
5053,6.37472E+18,1.23766E+18,197.7545929,41.21215749,21.96544647,20.76423073,20.00284576,19.22854996,18.87104607,21.88295364,-999,QSO,STARBURST BROADLINE
5056,3.86719E+18,1.23766E+18,201.1548785,39.9961594,22.73812294,21.72239685,21.72212791,21.98622131,22.30647087,24.3848362,-999,STAR,A1V (95418)
5058,3.86852E+18,1.23767E+18,202.9124077,15.91948313,23.92097092,21.34129906,21.12989998,21.03886986,21.16772079,23.73916817,-999,STAR,A0IVn (25642)
5063,3.22275E+18,1.23766E+18,188.5695717,14.42394085,21.00943565,20.35978699,20.33991814,20.27328682,20.1251049,22.85962677,-999,QSO,BROADLINE
5064,6.37876E+18,1.23766E+18,194.0871665,15.56478662,20.88786125,20.20343208,20.01121712,19.81058311,19.37124634,21.07392693,-999,QSO,BROADLINE
5066,3.08314E+18,1.23766E+18,189.67121,14.40032016,23.0641346,22.01272011,21.85952377,21.84518623,21.59422684,-999,24.39170647,STAR,F0IV (81937)
5068,6.37876E+18,1.23766E+18,195.8332178,12.63269226,20.94893265,20.40124893,20.48984909,20.44613457,20.1050663,22.61625099,-999,QSO,BROADLINE
5069,6.37876E+18,1.23766E+18,197.3977607,13.34334104,21.24175835,20.47101784,20.27993584,20.25181198,19.99544907,21.95285988,-999,STAR,A1III (225180)
5070,6.37876E+18,1.23766E+18,196.5629919,13.95193657,22.78544617,21.67641068,21.57685852,21.56935692,20.90438652,-999,21.63503265,STAR,F3/F5V (30743)
5072,6.37876E+18,1.23766E+18,195.4769778,13.65002316,22.49879646,21.4665966,20.58551407,19.78033829,19.43315125,22.05606461,-999,QSO,BROADLINE
5076,3.22324E+18,1.23766E+18,190.5122024,12.79685534,21.4671154,20.9101944,20.71822166,20.80247307,20.71882248,22.91728973,-999,QSO,null
5077,6.37876E+18,1.23766E+18,196.320583,14.39639004,21.31912041,20.90984154,20.80794907,20.90708542,20.7114563,22.47518539,-999,QSO,BROADLINE
5079,3.23003E+18,1.23767E+18,189.6356364,19.31928299,24.97688103,21.84440231,20.7766571,20.65207672,20.73927689,23.53946304,-999,QSO,BROADLINE
5081,6.37866E+18,1.23767E+18,205.6024759,17.88966796,22.57428551,21.23305321,21.23555946,20.8728714,20.47650337,21.79122162,-999,QSO,BROADLINE
5082,3.22345E+18,1.23766E+18,191.5133844,13.99275013,21.66332054,21.27719307,21.25221252,21.37414169,20.83801079,21.23970413,-999,QSO,null
5084,6.37873E+18,1.23767E+18,191.5294389,20.57181699,22.9077282,21.51355743,21.38124657,21.30719948,21.19029427,22.86437607,-999,STAR,A2II (39866)
5085,6.37873E+18,1.23767E+18,191.7312773,20.98807134,21.41954041,20.87111473,20.64842987,20.62144089,20.14919472,21.09906578,22.03299522,QSO,BROADLINE
5093,6.37873E+18,1.23767E+18,192.7804035,20.42701492,20.89858627,20.41153336,20.42421913,20.43659401,20.26194,22.78359604,-999,QSO,BROADLINE
5094,6.37887E+18,1.23767E+18,181.1339194,19.70768665,23.08952904,21.46430397,20.13469696,19.21563721,18.75095558,22.14959908,-999,STAR,M3III (44478)
5097,3.22106E+18,1.23766E+18,183.592544,15.59274979,21.66948509,20.92248344,20.9101162,20.55231857,20.30047989,22.66389275,-999,QSO,BROADLINE
5099,3.86969E+18,1.23767E+18,206.3437156,20.3209772,21.66344261,20.84500504,20.77059555,20.6118927,20.4648838,23.81490707,-999,QSO,BROADLINE
5104,6.37855E+18,1.23767E+18,207.229433,20.77718535,20.90816498,20.32628632,20.17855263,20.17751312,20.33238411,21.55092621,-999,QSO,null
5107,3.86624E+18,1.23766E+18,198.549904,14.95571218,22.27464104,20.9639225,21.03552246,21.08445549,21.78299141,23.08884239,-999,STAR,A4V (136729)
5109,6.37876E+18,1.23766E+18,197.7175278,15.24746371,20.62146378,20.16837502,20.07120323,20.12637138,19.83073044,21.4254818,21.53321838,QSO,BROADLINE
5112,6.37862E+18,1.23767E+18,196.9567906,20.13552016,23.01788902,21.96215439,21.93556786,21.88142395,21.91446686,21.24219894,-999,STAR,B9III (15318)
5115,3.06143E+18,1.23767E+18,184.9238025,19.59316841,21.8575592,21.1143856,20.19330978,19.50202751,19.17547607,22.59374046,23.68029976,QSO,AGN
5116,2.48937E+18,1.23766E+18,185.404904,16.17433746,22.16291809,21.39600372,21.35507393,21.26158714,20.92346764,23.80251503,-999,STAR,A4V (136729)
5118,6.37876E+18,1.23767E+18,192.9681379,17.10215372,21.3060627,20.40837669,20.25826836,20.60586357,20.12748909,22.82213402,-999,STAR,F0V (90277)
5120,3.18602E+18,1.23766E+18,199.6404399,13.86127457,21.48608398,20.58077431,20.31042862,21.62174416,21.04320526,23.64614868,-999,STAR,F3/F5V (30743)
5121,6.37866E+18,1.23766E+18,199.2239805,13.5799626,21.85061264,21.3546524,21.23630714,21.22078133,21.16103363,21.89390373,-999,QSO,null
5122,6.37486E+18,1.23767E+18,187.3926864,27.19900196,22.01332474,20.94610405,20.04859924,19.22348404,18.84065628,22.25897217,-999,QSO,BROADLINE
5125,6.37873E+18,1.23767E+18,182.0513992,23.94553961,22.12983513,21.74365234,21.70531464,21.57678795,21.41360664,22.42975044,-999,QSO,null
5126,6.37873E+18,1.23767E+18,182.0513992,23.94553961,22.12983513,21.74365234,21.70531464,21.57678795,21.41360664,22.42975044,-999,QSO,null
5129,6.37887E+18,1.23767E+18,181.7610326,24.49767605,21.87091064,20.99791336,20.79889297,20.76644325,20.3708725,22.81377411,-999,STAR,F3/F5V (30743)
5130,6.37887E+18,1.23767E+18,181.7610326,24.49767605,21.87091064,20.99791336,20.79889297,20.76644325,20.3708725,22.81377411,-999,STAR,F3/F5V (30743)
5132,2.49018E+18,1.23767E+18,189.2668423,27.48405164,21.03203392,20.28939629,20.1445694,20.1607399,19.91532898,24.04459572,-999,QSO,BROADLINE
5133,3.86624E+18,1.23766E+18,198.3456343,14.49786786,21.59799194,20.74216461,20.53243256,20.59749794,20.43099594,22.51416969,-999,QSO,null
5134,6.37866E+18,1.23766E+18,198.9650549,15.47835589,22.84980965,21.12104797,21.15802193,21.08891296,21.99773026,22.61659431,-999,STAR,B5 (338529)
5135,6.37887E+18,1.23767E+18,181.2790312,23.4597689,21.09114647,20.53979683,19.77733612,19.05003548,18.79110718,21.38709641,-999,QSO,BROADLINE
5136,6.37887E+18,1.23767E+18,181.2790312,23.4597689,21.09114647,20.53979683,19.77733612,19.05003548,18.79110718,21.38709641,-999,QSO,BROADLINE
5137,6.37489E+18,1.23767E+18,188.7823451,27.32032669,21.51114273,20.89198112,20.61648941,20.66711807,20.49349213,22.36112404,-999,QSO,BROADLINE
5138,6.37489E+18,1.23767E+18,188.4927085,27.32327772,21.7322731,21.12065315,21.01571846,21.34910965,20.33262634,22.84400558,-999,QSO,BROADLINE
5140,6.37486E+18,1.23767E+18,187.9434017,27.56065151,22.37220383,21.90897179,21.72986984,21.48839188,21.13518906,22.2858181,22.06416512,QSO,BROADLINE
5143,6.37862E+18,1.23767E+18,199.47976,25.30363184,21.20707893,21.01300621,20.03121758,19.25633049,18.95347404,22.67785263,-999,QSO,null
5148,6.37873E+18,1.23767E+18,185.1838263,20.37766664,21.17498589,20.54442596,20.57635307,20.5685215,20.38588142,22.14230537,-999,STAR,CV
5152,6.37932E+18,1.23767E+18,200.827641,26.69113106,22.37966728,21.54460716,21.64437866,21.30024529,20.93205833,22.71039391,-999,QSO,BROADLINE
