,galex_objid,sdss_objid,ra,dec,u,g,r,i,z,nuv_mag,fuv_mag,classs,subclass
1971,6.37486E+18,1.23767E+18,186.3168692,32.17517221,21.81420517,21.40042114,21.5070591,21.47215462,21.11206627,23.03852654,-999,STAR,WDmagnetic
1975,6.37486E+18,1.23767E+18,186.1752258,32.48613455,20.41103172,20.04637527,19.99565697,19.94974899,19.72037697,22.07772636,22.57606125,QSO,BROADLINE
1976,6.37486E+18,1.23767E+18,186.1752258,32.48613455,20.41103172,20.04637527,19.99565697,19.94974899,19.72037697,22.07772636,22.57606125,QSO,BROADLINE
1978,6.37486E+18,1.23767E+18,185.4243015,32.30264471,22.43411636,21.35660934,21.9384613,22.1605854,21.6974659,22.32467461,-999,QSO,BROADLINE
1979,6.37486E+18,1.23767E+18,185.1694399,32.84472273,20.4240551,20.33761215,20.23331451,20.0138092,19.97613525,21.31947708,-999,QSO,BROADLINE
1981,6.37486E+18,1.23767E+18,184.5437774,32.57790532,22.38550186,21.89556694,21.80454254,21.73262787,22.58721924,22.20639038,-999,QSO,BROADLINE
1982,6.37486E+18,1.23767E+18,184.5437774,32.57790532,22.38550186,21.89556694,21.80454254,21.73262787,22.58721924,22.20639038,-999,QSO,BROADLINE
1983,6.37486E+18,1.23767E+18,184.3284756,32.75979794,19.8810997,19.76254845,19.77508163,19.53285789,19.39471054,20.8276844,-999,QSO,BROADLINE
1988,6.37486E+18,1.23767E+18,181.0068062,32.89538462,20.70710182,20.3147068,20.37852287,20.30343437,19.90819359,20.89739799,-999,QSO,BROADLINE
1989,6.37486E+18,1.23767E+18,181.2350701,33.24298521,20.46797371,20.14512825,20.09497261,20.14945221,20.00194359,20.15058327,-999,QSO,BROADLINE
1990,6.37486E+18,1.23767E+18,181.3786556,32.91425378,20.70944214,20.13102341,20.19860268,20.17421341,19.87742424,20.27104187,20.65523911,QSO,BROADLINE
1995,6.37486E+18,1.23767E+18,179.7038349,32.46289425,20.63093567,20.69531822,20.43055725,20.07294846,20.14159012,21.51088905,-999,QSO,null
1999,6.37486E+18,1.23767E+18,179.4661209,33.06401287,23.24388504,21.91636276,21.81217575,21.87694931,21.95804405,21.76596832,-999,QSO,null
2001,6.37486E+18,1.23767E+18,179.888812,32.84786094,20.53116035,20.17337799,20.18966103,20.12918472,19.85071945,20.43007851,21.78806114,QSO,BROADLINE
2004,6.37486E+18,1.23767E+18,178.5960996,32.6283459,20.93506241,20.22317696,20.16096497,20.15340996,19.95304298,22.16155434,-999,QSO,BROADLINE
2005,6.37486E+18,1.23767E+18,178.9023669,33.1127398,22.16160774,21.56962585,21.42593575,21.38279915,21.1624527,22.21208382,-999,QSO,null
2006,6.37486E+18,1.23767E+18,178.6013257,32.67865624,20.09048462,19.71880341,19.69718742,19.73671722,19.63868141,20.12135315,21.23108673,QSO,BROADLINE
2010,6.37486E+18,1.23767E+18,177.8544819,32.35846818,20.16653061,20.05715179,20.07186699,19.82021141,19.68029213,21.20028114,-999,QSO,BROADLINE
2011,6.37486E+18,1.23767E+18,177.5866385,32.65335772,19.90714264,20.04894066,19.90319061,19.75184631,19.74682999,20.71048737,-999,QSO,BROADLINE
2013,6.37486E+18,1.23767E+18,178.4823255,32.93740601,20.98974991,19.82414627,19.49934196,19.40253067,19.29998207,22.52060699,-999,STAR,F5
2014,6.37486E+18,1.23767E+18,177.7272648,33.05288434,21.59643173,21.12652588,21.22385597,21.09378624,21.00509453,22.16540146,-999,QSO,null
2016,6.37486E+18,1.23767E+18,187.529595,31.37362852,20.76314735,20.59365845,20.1815834,20.41979408,20.46520615,20.47941971,-999,QSO,null
2018,6.37486E+18,1.23767E+18,185.1888149,31.38023446,22.86030197,22.05172348,21.98200798,21.92178917,21.50980949,22.59819412,-999,QSO,null
2020,6.37486E+18,1.23767E+18,183.8871821,31.63558654,21.03252792,20.15345001,20.33553886,20.30926323,20.01683235,23.12592316,-999,QSO,BROADLINE
2021,6.37486E+18,1.23767E+18,183.5259921,32.25623941,22.58592987,21.13190269,20.83317757,20.94943237,20.67259407,22.3175602,-999,STAR,F0III (89025)
2023,6.37486E+18,1.23767E+18,182.7365586,31.33065366,20.87592316,20.18708801,20.08823395,20.1053791,19.8150177,22.67981529,-999,QSO,BROADLINE
2028,6.37486E+18,1.23767E+18,182.3453315,31.79032958,20.26646233,19.98013687,19.90628815,19.85604477,19.49855995,22.19907951,-999,QSO,BROADLINE
2031,6.37486E+18,1.23767E+18,182.5342375,32.29000615,22.10507965,20.5535202,20.30355453,20.15466499,20.23649406,21.70397186,-999,STAR,F3/F5V (30743)
2037,6.37486E+18,1.23767E+18,180.7804213,31.43121635,22.20214462,21.30859756,21.14634323,20.73748589,19.96489525,21.56892776,-999,QSO,BROADLINE
2038,6.37486E+18,1.23767E+18,180.8115934,31.96960547,22.65647507,21.59662628,21.40250969,21.41719437,21.03117752,23.13331032,-999,STAR,B3II (175156)
2040,6.37486E+18,1.23767E+18,180.5288326,31.10715201,22.35386276,21.83740044,22.02261925,22.0877018,21.4660759,-999,22.16150475,QSO,BROADLINE
2041,6.37486E+18,1.23767E+18,178.2088589,30.32605576,21.8281765,21.22353745,21.07293892,21.09074974,20.68687248,21.67431831,-999,QSO,BROADLINE
2043,6.37486E+18,1.23767E+18,178.1569316,31.02124777,20.71763039,20.38187218,20.2454071,19.94665337,19.9179554,20.89460373,21.60165405,QSO,BROADLINE
2044,6.37486E+18,1.23767E+18,179.0214693,30.45290059,22.80098915,21.70801544,20.65578842,19.74300194,19.24467087,22.44829178,-999,QSO,null
2045,6.37486E+18,1.23767E+18,178.5454957,30.72945858,21.52207947,20.75394249,20.49486732,20.22197342,19.95156288,22.40906143,-999,QSO,null
2047,6.37486E+18,1.23767E+18,179.3443131,30.98265641,21.04299736,20.17845154,19.56603432,19.27101326,18.97969246,22.5297966,-999,QSO,BROADLINE
2050,6.37486E+18,1.23767E+18,178.4433977,29.48724957,21.67925453,20.80045128,20.67156029,20.59704971,20.57722282,22.42033958,-999,STAR,sd:F0 (G_84-29)
2059,6.37486E+18,1.23767E+18,179.2779139,29.29246819,21.33496857,20.51344872,20.55518723,20.71720123,20.74085045,22.86922264,-999,STAR,B9Vn (177756)
2064,6.37486E+18,1.23767E+18,178.6077429,28.77098349,20.67159462,20.38088417,20.18966103,20.09660721,20.35281754,22.29386139,-999,QSO,BROADLINE
2065,6.37486E+18,1.23767E+18,179.1644406,29.13335136,21.07183266,20.37572479,20.04040146,19.80373001,19.46920395,22.29098892,-999,QSO,STARBURST BROADLINE
2068,6.37486E+18,1.23767E+18,178.6143382,27.46824485,21.92949295,21.23022652,21.00065231,20.57208443,20.43897438,22.46768188,-999,QSO,BROADLINE
2074,6.37486E+18,1.23767E+18,180.1852033,29.37403303,20.65795326,19.41179848,19.15811157,19.0136261,19.19477081,22.05712509,-999,STAR,F0III (89025)
2076,6.37486E+18,1.23767E+18,180.2804803,28.75379009,21.85286713,21.44828415,21.27589035,21.07820129,21.08679962,22.12067795,-999,QSO,null
2085,6.37486E+18,1.23767E+18,181.7288799,29.60505748,21.42628479,20.91330719,20.92058563,20.93478584,21.17387962,22.50170898,-999,QSO,BROADLINE
2088,6.37486E+18,1.23767E+18,181.1671625,29.8660639,21.30823135,20.98799515,20.93546295,20.89252663,20.67490387,22.88313484,-999,QSO,BROADLINE
2089,6.37486E+18,1.23767E+18,181.1677559,30.0924884,20.88405037,20.35887909,19.75381851,19.60480118,19.43670273,22.72389984,-999,QSO,BROADLINE
2096,6.37486E+18,1.23767E+18,180.713174,27.96027728,22.25538826,21.78738403,21.93943787,21.69107819,21.79141808,21.75926781,-999,QSO,BROADLINE
2099,6.37486E+18,1.23767E+18,183.4852089,30.72725378,21.96113205,20.78400421,20.11007118,19.7400856,19.44040108,22.48089218,-999,QSO,BROADLINE
2100,6.37486E+18,1.23767E+18,183.1569967,31.11780633,20.56123734,20.15683937,19.96338463,19.92660713,19.60746384,22.00815773,-999,QSO,BROADLINE
2104,6.37486E+18,1.23767E+18,182.4130052,29.01778729,22.06570244,21.70059395,21.72830772,21.48167992,20.7166481,22.37971878,-999,QSO,null
2106,6.37486E+18,1.23767E+18,181.4923204,27.97859461,21.23396683,20.41226196,19.45869827,19.0495224,18.69259071,-999,21.94480705,QSO,null
2112,6.37486E+18,1.23767E+18,180.1888638,26.29591407,20.246418,19.79481316,19.05572701,18.653965,18.45310402,21.16480255,20.86057854,QSO,STARBURST BROADLINE
2118,6.37486E+18,1.23767E+18,181.9163296,25.62820507,22.42739296,21.93262672,22.04473305,21.9473362,21.84208298,22.24685097,-999,QSO,null
2121,6.37486E+18,1.23767E+18,181.4547714,26.28273154,21.67279053,20.80773926,20.63700104,20.53829956,20.24907875,22.77338219,-999,STAR,F0IV (81937)
2124,6.37486E+18,1.23767E+18,184.3430283,29.12290922,21.38671303,20.58315086,20.58800125,20.55563927,20.1413784,22.18260765,-999,QSO,BROADLINE
2129,6.37486E+18,1.23767E+18,184.2317143,28.70837005,20.54362106,20.13866425,20.05470848,19.91743851,19.7325592,20.49489975,21.47466469,QSO,BROADLINE
2131,6.37486E+18,1.23767E+18,183.8999498,27.71216305,22.91675186,21.91450119,21.81632805,21.72120667,21.16992378,22.31674576,-999,QSO,null
2132,6.37486E+18,1.23767E+18,183.5711191,27.97408076,21.02775002,20.50611687,20.21273232,20.16983414,19.93315697,22.2771244,-999,QSO,BROADLINE
2133,6.37486E+18,1.23767E+18,183.477941,27.55818115,21.96774101,21.57785797,21.48591805,21.59550285,21.09341812,21.28157806,22.1660347,QSO,null
2137,6.37486E+18,1.23767E+18,182.7298313,25.70305837,22.34125328,21.76410294,21.79212379,21.57185364,20.94941139,22.98728943,-999,QSO,null
2139,6.37486E+18,1.23767E+18,182.3263571,26.35419851,21.65023613,20.13423347,19.9147625,19.78553009,19.82591248,22.00971031,-999,STAR,F3/F5V (30743)
2141,6.37486E+18,1.23767E+18,182.6949634,25.94155268,20.98940277,20.48727989,20.41461182,20.31317329,20.15161324,20.94314194,22.31836319,QSO,BROADLINE
2154,6.37486E+18,1.23767E+18,184.6106536,26.54414181,21.26229095,20.59591866,20.60614586,20.64180756,20.10569,22.74163818,-999,QSO,BROADLINE
2155,6.37486E+18,1.23767E+18,184.0138095,26.6759058,22.6101265,21.56438828,21.44106865,21.50870514,21.50333977,21.27763367,-999,QSO,BROADLINE
2156,6.37486E+18,1.23767E+18,184.4059699,26.88436741,23.38826752,21.19863129,20.85257149,20.66836357,20.7658329,22.22245216,-999,STAR,F2V (33256)
2157,6.37486E+18,1.23767E+18,184.2070957,27.03757791,22.36166191,21.74581528,21.61280632,21.6048851,21.52655411,22.5713253,-999,STAR,WDmagnetic
2163,6.37486E+18,1.23767E+18,183.476969,26.16568787,20.96099663,20.55339813,20.44033241,20.2359333,19.78656197,21.04281044,21.7568779,QSO,null
2164,6.37486E+18,1.23767E+18,187.1734847,30.041868,22.45721436,21.68079567,21.85827446,21.90862465,22.05743217,22.65293312,-999,STAR,WDhotter
2166,6.37486E+18,1.23767E+18,187.0697906,30.1084037,21.76494789,21.19224739,21.21603012,21.22327232,20.82908058,21.72548485,-999,QSO,BROADLINE
2168,6.37486E+18,1.23767E+18,187.4722693,30.64292232,22.90634918,21.75285339,21.91777229,21.87276077,21.38184547,21.77822113,-999,QSO,BROADLINE
2175,6.37486E+18,1.23767E+18,187.2184504,29.31248216,20.32587242,19.73156166,19.7420311,19.78775406,19.45284271,21.94874191,-999,QSO,BROADLINE
2181,6.37486E+18,1.23767E+18,185.2282956,26.57475394,22.30384827,20.68055344,20.42962837,20.30300903,20.30054474,21.82774353,-999,STAR,F2V (33256)
2188,6.37486E+18,1.23767E+18,187.4374155,29.86689641,21.12199783,20.43489265,20.25082779,20.27146339,20.06939507,20.92112541,21.36782265,QSO,BROADLINE
2192,6.37486E+18,1.23767E+18,187.954847,27.45110747,20.78578949,20.3065052,20.23464203,20.3075161,20.14919472,22.99913788,-999,QSO,BROADLINE
2194,6.37486E+18,1.23767E+18,187.6216994,27.29217786,20.11729431,19.91766739,20.21773338,20.45468521,20.81367111,20.06681824,19.58514023,STAR,WD
2195,6.37486E+18,1.23767E+18,187.5315323,27.55423147,20.56126595,20.04064751,20.08227158,19.95575142,19.67323875,22.82003975,22.05823135,QSO,BROADLINE
2198,6.37486E+18,1.23767E+18,177.3268416,31.45122484,20.53173065,19.47381783,19.4069767,19.45761299,19.56253433,21.37719536,-999,STAR,A0
2201,6.37486E+18,1.23767E+18,177.2229483,31.65903352,20.53409195,20.12285042,20.25153732,20.36748505,20.2413826,21.12697792,-999,STAR,WD
2203,6.37486E+18,1.23767E+18,177.0693781,31.98915944,21.15593529,20.50226593,20.51583099,20.52621269,20.39121819,22.0458889,-999,QSO,BROADLINE
2206,6.37486E+18,1.23767E+18,177.624167,31.40206179,20.6558857,20.11053085,20.11993027,20.11617851,19.87269974,21.4982605,21.53080368,QSO,BROADLINE
2209,6.37486E+18,1.23767E+18,178.1980569,31.31965678,19.96950531,20.10874939,20.12460327,19.93232346,19.67149734,20.54017448,-999,QSO,BROADLINE
2211,6.37486E+18,1.23767E+18,179.3563746,31.43122944,20.67477036,20.19378853,20.09099388,20.03702164,19.945858,21.7718544,-999,STAR,CV
2216,6.37489E+18,1.23766E+18,193.4171487,36.15761839,20.21831703,19.49614716,19.4339447,19.39073753,19.12400436,20.75712204,-999,QSO,BROADLINE
2225,6.37489E+18,1.23767E+18,192.3681861,35.65747151,22.47112465,21.34313393,20.44454765,19.31988525,19.31526184,22.1389122,-999,QSO,BROADLINE
2226,6.37489E+18,1.23767E+18,192.3681861,35.65747151,22.47112465,21.34313393,20.44454765,19.31988525,19.31526184,22.1389122,-999,QSO,BROADLINE
2227,6.37489E+18,1.23766E+18,192.9883527,36.19802686,20.55931473,19.94930458,20.11926842,20.08912659,19.90762329,22.76766396,-999,QSO,BROADLINE
2228,6.37489E+18,1.23767E+18,192.4206549,35.59948259,17.48364449,16.21351624,16.37002182,16.49835968,16.59571266,18.77097702,20.08780098,STAR,A0
2229,6.37489E+18,1.23767E+18,192.6160793,35.94896037,20.76181602,20.29162407,20.04546165,19.38013458,19.38110542,20.98475647,21.04322433,QSO,BROADLINE
2230,6.37489E+18,1.23767E+18,191.7380328,35.64426092,22.00090981,21.51238823,21.69099808,21.62613678,21.31024933,23.07882881,-999,QSO,BROADLINE
2231,6.37489E+18,1.23767E+18,190.9915891,35.91641825,21.84250832,21.27558899,21.29833221,21.21151352,21.08806419,21.6805687,-999,QSO,BROADLINE
2235,6.37489E+18,1.23767E+18,190.2666488,36.0289601,21.88557053,21.33711433,21.14559937,21.13401604,21.15714645,22.48375893,-999,STAR,A4V (97603)
2236,6.37489E+18,1.23766E+18,189.8773328,36.39732076,20.60382652,20.31160927,20.14838791,19.91431999,19.95359039,21.65835762,-999,QSO,null
2237,6.37489E+18,1.23766E+18,190.4133586,36.50137952,20.3084507,20.12876701,19.99011612,19.99210739,19.96523666,20.44453049,21.27532578,QSO,null
2241,6.37489E+18,1.23767E+18,197.1684582,34.75635109,22.34074402,21.34987831,21.29345131,20.90098763,20.62996674,22.62913322,-999,QSO,BROADLINE
2246,6.37489E+18,1.23767E+18,197.417574,34.85477698,21.52220535,20.73116875,20.42512131,19.87444687,19.85702705,22.69097328,22.15265656,QSO,BROADLINE
2252,6.37489E+18,1.23767E+18,195.1242913,35.25106483,20.9326973,20.66328812,20.33112144,20.30873108,20.52501869,22.20635986,-999,QSO,null
2254,6.37489E+18,1.23767E+18,193.7813588,34.60184747,20.31312561,20.27957916,20.42136765,20.17376518,20.12832451,22.47108269,-999,QSO,BROADLINE
2255,6.37489E+18,1.23767E+18,193.6621403,34.5818445,20.64840698,20.2075882,20.20129013,19.93911552,19.87131882,20.33911133,21.12134933,QSO,BROADLINE
2257,6.37489E+18,1.23767E+18,193.9510453,34.9450785,20.50707436,20.05230904,20.06851387,19.76691055,19.84387207,20.30365562,21.4025383,QSO,BROADLINE
2258,6.37489E+18,1.23767E+18,194.0958478,35.02534658,20.56354523,19.92837715,19.10469246,18.68199158,18.25656319,21.07312012,21.81410789,QSO,BROADLINE
2267,6.37489E+18,1.23767E+18,192.934022,35.05442939,20.97171783,20.66448784,20.32165146,20.3374939,20.68119431,21.5311451,22.18176842,QSO,BROADLINE
2275,6.37489E+18,1.23767E+18,190.9580326,35.50172838,21.08775902,20.70245934,20.67850494,20.86517334,20.36378098,21.98479652,-999,QSO,null
2277,6.37489E+18,1.23767E+18,190.8100803,35.50342897,20.96725082,20.54411697,20.52200127,20.31916428,20.06047058,21.70466423,22.27353287,QSO,BROADLINE
2278,6.37489E+18,1.23767E+18,190.6071579,35.57077487,20.64251518,20.36772537,20.38390732,20.101017,20.17759323,21.31161118,22.00258636,QSO,BROADLINE
2281,6.37489E+18,1.23767E+18,189.5535571,35.04698433,24.72898102,21.80050087,20.32565498,19.88521385,20.3721962,22.84375954,-999,QSO,null
2282,6.37489E+18,1.23767E+18,189.5535571,35.04698433,24.72898102,21.80050087,20.32565498,19.88521385,20.3721962,22.84375954,-999,STAR,L4
2283,6.37489E+18,1.23767E+18,189.2284516,35.18652837,20.56630707,20.47055244,20.39644241,20.1463604,20.10567665,21.29900742,-999,QSO,null
2286,6.37489E+18,1.23767E+18,189.7926501,35.39418877,20.93682671,20.09994888,20.00597572,19.92329788,19.90686989,22.71876335,-999,STAR,A0
2287,6.37489E+18,1.23767E+18,189.7926501,35.39418877,20.93682671,20.09994888,20.00597572,19.92329788,19.90686989,22.71876335,-999,STAR,A0
2288,6.37489E+18,1.23767E+18,189.6780788,35.28709925,22.23444748,21.77360916,21.82055855,21.56911087,21.16187477,-999,22.6217823,QSO,BROADLINE
2289,6.37489E+18,1.23767E+18,188.3905866,34.73096029,21.37303352,20.84049988,20.69301414,20.42259026,19.96775818,20.79287529,-999,QSO,BROADLINE
2290,6.37489E+18,1.23767E+18,188.4858824,34.75134627,20.650877,20.39988327,20.53209114,20.28245926,20.40089607,22.40418053,-999,QSO,null
2295,6.37489E+18,1.23767E+18,188.0378635,35.04309657,20.3302803,20.28490067,20.10998154,19.94824982,19.91053772,20.43050575,21.04095078,QSO,BROADLINE
2301,6.37489E+18,1.23767E+18,195.8365942,33.54080831,21.58990288,21.08853531,21.12978172,21.13721466,20.8676033,22.22962761,-999,QSO,BROADLINE
2302,6.37489E+18,1.23767E+18,196.958429,33.75384438,22.47319412,21.69910812,21.62788773,21.52257347,21.78360367,23.0209465,-999,QSO,BROADLINE
2304,6.37489E+18,1.23767E+18,194.420986,33.6252881,20.98181915,20.43647957,20.32485962,20.25081444,20.39886475,22.49168015,-999,QSO,BROADLINE
2306,6.37489E+18,1.23767E+18,194.567868,34.17805893,21.3777504,20.82162666,20.91375542,21.05344963,20.97424126,21.57608986,-999,STAR,WDhotter
2319,6.37489E+18,1.23767E+18,192.7194697,34.28758538,20.61453819,20.29057503,20.08277702,19.80801964,19.81706238,21.60677338,-999,QSO,BROADLINE
2320,6.37489E+18,1.23767E+18,193.0417504,33.754298,22.2818737,21.27357101,20.7986908,19.99749374,19.59076309,21.29979324,21.61375618,QSO,BROADLINE
2321,6.37489E+18,1.23767E+18,193.0051422,33.77632493,20.71331406,20.28079414,20.17723274,19.98326492,20.01965714,21.13960457,21.73317337,QSO,STARBURST BROADLINE
2322,6.37489E+18,1.23767E+18,191.7112556,33.59900224,23.00984383,22.27264595,21.65163612,21.68339729,21.93799591,22.56324196,-999,QSO,null
2323,6.37489E+18,1.23767E+18,192.046777,33.60505548,22.05007935,21.66548157,21.75027847,21.41806602,21.3767128,22.4940567,-999,QSO,null
2325,6.37489E+18,1.23767E+18,191.5517747,33.90536465,23.86744499,21.93798637,21.65704536,21.38381004,21.65841484,-999,21.98233032,QSO,null
2326,6.37489E+18,1.23767E+18,191.7126511,33.92053945,20.53276253,19.37814331,18.49353027,18.08466911,17.89202118,21.3431282,22.08165741,QSO,BROADLINE
2327,6.37489E+18,1.23767E+18,190.9053434,33.73197665,20.10474396,20.04362488,19.96650887,19.94524765,19.96017838,20.81453514,20.98408127,QSO,null
2330,6.37489E+18,1.23767E+18,190.3114898,33.87307075,21.55204201,21.00588799,20.63144493,20.47439003,20.11419678,22.2394104,-999,QSO,BROADLINE
2331,6.37489E+18,1.23767E+18,189.9046147,33.89427902,20.82061768,20.4695816,20.39537048,20.25408554,20.32159042,21.69196129,-999,QSO,null
2334,6.37489E+18,1.23767E+18,189.7983302,34.14366769,21.82143784,21.41234016,21.08429909,20.74741745,19.98531151,22.03476715,-999,QSO,null
2336,6.37489E+18,1.23767E+18,189.7125747,34.24806618,21.41459846,20.98693085,20.8918438,20.66228104,20.30057335,21.67015076,-999,QSO,null
2338,6.37489E+18,1.23767E+18,189.7974836,34.30833267,20.38812256,20.23037338,20.03700256,19.95948219,20.02164841,20.75393677,-999,QSO,BROADLINE
2340,6.37489E+18,1.23767E+18,189.5560685,34.40752049,20.39810753,20.30674362,20.0496254,19.89278603,19.79274178,21.31756401,-999,QSO,BROADLINE
2342,6.37489E+18,1.23767E+18,189.453197,34.54153854,22.81159401,21.86226845,21.79358673,21.96762466,21.71146011,23.3862915,-999,STAR,WDmagnetic
2358,6.37489E+18,1.23767E+18,197.0647122,32.75162402,21.4211235,20.90081596,20.88949966,20.76533699,20.32987595,22.20866966,22.71228027,QSO,BROADLINE
2365,6.37489E+18,1.23767E+18,194.3037452,32.35054411,23.3974762,21.25374222,19.83425903,18.87465096,18.23412704,22.51831055,-999,QSO,null
2370,6.37489E+18,1.23767E+18,193.3164969,32.67953018,21.93031311,20.41732407,19.64797592,19.29536629,18.97834396,22.85168266,-999,STAR,K3V (32147)
2373,6.37489E+18,1.23767E+18,193.7502702,32.80076171,20.17237473,19.9714222,19.93011475,19.76771736,20.00258636,20.19658279,21.57329559,QSO,BROADLINE
2376,6.37489E+18,1.23767E+18,192.1152532,32.58348059,20.22662544,20.1446743,19.97512817,20.0802002,20.33253098,21.07405853,-999,QSO,null
2380,6.37489E+18,1.23767E+18,191.244736,33.54094078,20.65809059,20.33999825,20.0519886,19.9229908,19.86720085,21.89829636,-999,QSO,null
2381,6.37489E+18,1.23767E+18,191.3656683,33.1334528,20.78140068,20.25686264,20.12362099,19.97267914,19.85161972,20.99945831,21.35980988,QSO,BROADLINE
2382,6.37489E+18,1.23767E+18,191.3681828,33.25135669,20.20259285,19.95214653,19.76138496,19.84560966,19.96402931,21.19566917,22.20438004,QSO,null
2383,6.37489E+18,1.23767E+18,191.2721923,33.47880507,20.16060257,20.12848854,19.78228378,19.8267498,19.83657265,20.5432148,21.69479942,QSO,BROADLINE
2385,6.37489E+18,1.23767E+18,190.5477386,33.25468783,19.85524559,19.74433708,19.84820175,19.6022625,19.81273651,21.13246155,-999,QSO,BROADLINE
2387,6.37489E+18,1.23767E+18,189.6695523,33.47405686,21.36844444,19.98552322,19.75912857,19.62089729,19.52252388,22.4862175,-999,STAR,F3/F5V (30743)
2388,6.37489E+18,1.23767E+18,190.4417071,33.56908028,21.25808334,20.19194412,20.07802582,20.29501152,20.43372536,22.9972496,-999,STAR,A0
2391,6.37489E+18,1.23767E+18,188.8331833,33.48414496,20.09158897,19.70189285,19.67222023,19.76565742,20.06275749,20.78609085,-999,STAR,WD
2394,6.37489E+18,1.23767E+18,189.1541878,33.37102928,20.47616959,19.99520683,20.00226402,19.8793602,19.8698349,20.72589684,21.07709694,QSO,BROADLINE
2397,6.37489E+18,1.23767E+18,188.2199146,33.0697106,20.26301575,20.07052803,19.99825096,20.01678276,19.88201332,20.84707642,21.36991119,QSO,BROADLINE
2398,6.37489E+18,1.23767E+18,187.7376555,33.17015601,20.19015312,20.08827591,19.68032837,19.7507267,19.82538223,21.22388458,22.42204285,QSO,BROADLINE
2400,6.37489E+18,1.23767E+18,188.1626011,33.43664502,20.62820625,20.25139999,19.91875839,19.76965904,19.77293205,21.6512928,22.52237129,QSO,null
2406,6.37489E+18,1.23767E+18,197.9828189,31.5127627,20.49638557,19.96834183,19.79447174,19.74957657,19.36355591,20.12277794,20.75506973,QSO,BROADLINE
2408,6.37489E+18,1.23767E+18,197.0107231,31.32426289,21.90299606,21.27961349,21.21466637,21.28480339,21.72049713,23.09220505,-999,STAR,CV
2409,6.37489E+18,1.23767E+18,196.8471314,31.82746417,21.21168137,20.69398499,20.58667564,20.54071426,20.31973648,21.52103424,-999,QSO,null
2412,6.37489E+18,1.23767E+18,196.5260915,31.90806868,20.5832386,20.20676422,20.07282829,19.95469284,19.6691494,20.98175812,21.3376255,QSO,STARBURST BROADLINE
2413,6.37489E+18,1.23767E+18,196.1635245,31.20680375,21.43378448,20.72451973,20.65382576,20.46556282,20.21489143,22.93542671,-999,QSO,BROADLINE
2414,6.37489E+18,1.23767E+18,196.1635245,31.20680375,21.43378448,20.72451973,20.65382576,20.46556282,20.21489143,22.93542671,-999,QSO,BROADLINE
2417,6.37489E+18,1.23767E+18,195.5253542,31.41246002,20.76407242,20.30961037,20.19161606,19.91799164,19.95972061,23.15731812,-999,QSO,BROADLINE
2418,6.37489E+18,1.23767E+18,195.885307,31.49709638,22.3246994,21.35981369,20.10124397,19.19804573,18.6651516,22.2344017,-999,QSO,BROADLINE
2424,6.37489E+18,1.23767E+18,193.2895836,31.74462762,21.79615021,20.79824829,19.65347099,18.94546127,18.45229721,22.51439095,-999,STAR,M3III (44478)
2425,6.37489E+18,1.23767E+18,193.2895359,31.95137951,19.87670326,19.67546844,19.62906456,19.62536812,19.62631798,21.40582466,-999,QSO,BROADLINE
2426,6.37489E+18,1.23767E+18,193.2895359,31.95137951,19.87670326,19.67546844,19.62906456,19.62536812,19.62631798,21.40582466,-999,QSO,BROADLINE
2427,6.37489E+18,1.23767E+18,193.7193021,32.1340594,20.29178429,20.2177124,20.25162697,20.00388336,19.7470417,22.91710854,-999,QSO,BROADLINE
2428,6.37489E+18,1.23767E+18,193.7193021,32.1340594,20.29178429,20.2177124,20.25162697,20.00388336,19.7470417,22.91710854,-999,QSO,BROADLINE
2430,6.37489E+18,1.23767E+18,193.827915,32.35980757,22.86941528,21.50805855,21.24523544,21.32246399,21.13736725,22.44071579,-999,QSO,null
2431,6.37489E+18,1.23767E+18,193.3794437,31.75615348,20.59867859,20.26037598,20.22815704,20.03812027,19.89627838,21.27028084,21.43325424,QSO,BROADLINE
2437,6.37489E+18,1.23767E+18,192.4240876,32.1406772,21.12168884,19.88435936,19.96381187,20.04089165,20.27886772,22.55799103,-999,STAR,A0
2441,6.37489E+18,1.23767E+18,192.4537935,32.11435384,20.31639099,20.01170731,19.8043232,19.85063744,20.00550652,20.69794846,21.77265358,QSO,BROADLINE
2443,6.37489E+18,1.23767E+18,192.2219531,32.41704444,20.17009926,20.11849403,19.93118668,19.76802826,19.96489143,20.99019051,22.07645988,QSO,BROADLINE
2444,6.37489E+18,1.23767E+18,191.7841161,32.1420408,22.77680397,21.94795418,20.71579552,19.89030266,19.56563187,22.83725739,-999,QSO,null
2456,6.37489E+18,1.23767E+18,197.249534,30.75516943,20.71072769,19.92331696,19.53497887,19.20853615,19.04117775,21.99658203,-999,QSO,BROADLINE
2457,6.37489E+18,1.23767E+18,196.9168774,30.82739318,23.24957848,22.18081474,20.94877243,19.73108292,19.0423069,22.20742607,-999,STAR,M4.5:III (123657)
2461,6.37489E+18,1.23767E+18,197.1656272,30.6220554,21.57826614,20.915411,20.86423492,20.74116516,20.45189285,21.76689339,21.83794022,QSO,BROADLINE
2464,6.37489E+18,1.23767E+18,197.2634932,31.10738717,20.55337906,20.00362396,19.91659355,19.958601,19.48902512,20.20515442,21.6422863,QSO,BROADLINE
2465,6.37489E+18,1.23767E+18,195.7247297,30.5464084,21.46519279,20.9236908,20.7621212,20.69787025,20.25363541,22.51661491,-999,QSO,BROADLINE
