galex_objid,sdss_objid,ra,dec,u,g,r,i,z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,nuv_mag,fuv_mag,class,subclass
3.86173E+18,1.23767E+18,185.8090281,28.25433409,22.70603561,21.91382599,21.01368332,19.9097538,19.42069817,0.084466271,0.065815546,0.045530893,0.033834331,0.025166526,23.68706894,-999,GALAXY,null
3.86173E+18,1.23767E+18,185.8016049,28.4493797,22.80324364,21.21113777,19.53112602,18.68830872,18.26213646,0.085222512,0.066404805,0.045938537,0.034137256,0.025391847,23.34833527,-999,GALAXY,null
3.86173E+18,1.23767E+18,185.879193,28.52056116,22.13202286,21.56575012,20.49214172,19.71878433,19.29763794,0.086541794,0.067432784,0.046649687,0.034665719,0.025784925,22.84905052,-999,GALAXY,null
3.86173E+18,1.23767E+18,186.2518304,28.55859035,15.51639366,13.60133171,12.8024807,12.37615585,12.04128265,0.123819269,0.09647914,0.066743821,0.049597811,0.036891662,16.53351402,-999,GALAXY,BROADLINE
3.86173E+18,1.23767E+18,185.7697895,28.70701873,20.9005661,20.20566559,19.9984684,19.91472816,19.77026939,0.094854593,0.073910058,0.051130638,0.037995543,0.028261703,22.4657402,-999,STAR,F0IV (81937)
3.86173E+18,1.23767E+18,186.3847015,28.78210646,22.27251053,21.92809677,21.88178825,21.84206963,21.33116913,0.10391321,0.080968469,0.056013614,0.041624118,0.030960696,22.59309387,-999,GALAXY,null
3.86296E+18,1.23767E+18,189.4441202,20.76862339,23.47984886,21.76401711,20.67643356,19.85293198,19.36151505,0.126821384,0.098818369,0.068362087,0.050800357,0.037786134,23.91208839,-999,GALAXY,AGN
3.86296E+18,1.23767E+18,189.1104898,20.84272973,24.89857483,20.69087791,19.06818962,18.41411972,18.03167534,0.126861811,0.098849863,0.068383873,0.050816547,0.037798177,23.98846436,-999,GALAXY,null
3.86296E+18,1.23767E+18,188.8590346,21.10500944,23.16703796,21.40352058,19.48860168,18.72653008,18.28915405,0.132460892,0.103212632,0.071402021,0.053059354,0.039466411,23.92515945,-999,GALAXY,null
3.86296E+18,1.23767E+18,189.4406979,21.1611752,22.24174881,21.57836533,21.53560829,21.60806084,21.06620026,0.162930697,0.126954496,0.087826535,0.06526453,0.048544817,23.83483505,-999,QSO,BROADLINE
3.86296E+18,1.23767E+18,189.7148372,21.22793181,22.22357941,23.91231728,20.8790741,19.64354897,19.1421299,0.170318782,0.132711247,0.091809027,0.068223946,0.05074608,23.49003029,-999,GALAXY,null
3.86296E+18,1.23767E+18,189.6906725,21.22973537,23.77452469,21.55606079,19.78680801,18.98628616,18.55559921,0.169161811,0.131809741,0.091185361,0.067760497,0.050401364,23.31417465,-999,GALAXY,null
3.86296E+18,1.23767E+18,188.8611019,21.34298531,23.93666267,21.31744576,19.45981026,18.64442253,18.02646255,0.122396834,0.095370784,0.065977067,0.049028032,0.03646785,23.75184441,-999,GALAXY,AGN BROADLINE
3.86296E+18,1.23767E+18,189.3682312,21.35377501,24.77380753,21.2027607,20.0327034,19.08000755,18.58618736,0.14508222,0.113047086,0.078205451,0.058115032,0.043226909,24.09837341,-999,GALAXY,null
3.86296E+18,1.23767E+18,188.7447703,21.36153259,25.512537,23.37990952,21.3842411,20.26717758,19.51351738,0.119710647,0.093277723,0.064529099,0.047952037,0.035667505,23.46184731,-999,GALAXY,null
3.86328E+18,1.23766E+18,190.7880913,15.62936288,23.17116547,21.90084267,20.5460453,19.58333206,19.16934395,0.148200065,0.115476489,0.079886101,0.059363935,0.044155862,23.21201324,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.5669502,19.00855258,22.44087791,21.59928322,20.50901413,19.64757156,19.22870255,0.093994796,0.073240109,0.050667167,0.037651137,0.028005527,23.41607666,-999,GALAXY,STARFORMING
3.86335E+18,1.23767E+18,190.6269562,19.19547772,24.60139275,21.5694313,20.04962158,19.25002098,18.93979645,0.088947594,0.069307365,0.047946513,0.035629399,0.026501726,23.27571106,-999,GALAXY,null
3.86335E+18,1.23767E+18,189.9971643,19.24714479,25.92671013,21.89301491,20.33891869,19.53673363,19.02407265,0.091457449,0.071263023,0.04929943,0.036634762,0.027249532,23.30972099,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.3558904,19.22153289,17.92753601,16.51031113,15.86009693,15.5765152,15.41891003,0.096813269,0.075436249,0.052186444,0.038780123,0.028845286,19.95173454,-999,STAR,F9
3.86335E+18,1.23767E+18,190.526839,19.32870092,23.36571312,20.9473381,20.5283432,20.24971008,20.06876183,0.093683578,0.072997607,0.050499409,0.037526473,0.027912801,23.88097763,-999,STAR,F8V (30562)
3.86335E+18,1.23767E+18,190.1131217,19.32824959,21.80533218,21.18645096,21.04375458,20.99193954,20.77451706,0.095085524,0.074089997,0.051255114,0.038088046,0.028330507,23.52760124,-999,QSO,null
3.86335E+18,1.23767E+18,190.184703,19.32759672,25.21586227,21.57048798,20.07120895,19.10142326,18.75467873,0.098177083,0.076498918,0.052921597,0.039326418,0.029251629,21.64003181,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.4815218,19.65757251,22.04078865,21.70049667,20.52264595,19.70109749,19.22174263,0.093926504,0.073186897,0.050630357,0.037623782,0.027985182,23.09057426,-999,GALAXY,null
3.86381E+18,1.23766E+18,191.5828964,16.07442366,22.97979736,22.44081688,20.94996452,20.10238457,19.76115417,0.119896069,0.093422204,0.064629048,0.048026308,0.035722751,24.02388,-999,GALAXY,null
3.86384E+18,1.23767E+18,191.785487,18.85801346,22.20827293,21.11828232,20.12864494,19.44329834,19.01618385,0.081054427,0.063157059,0.043691762,0.03246766,0.024149975,21.7258091,-999,GALAXY,null
3.8643E+18,1.23766E+18,194.1856398,14.10869375,26.51250267,21.96544647,20.92313957,20.08145332,19.54216957,0.196011454,0.152730793,0.105658457,0.078515559,0.058401152,22.86693954,-999,GALAXY,null
3.8643E+18,1.23766E+18,194.3761446,14.53915224,22.55871773,21.63101387,20.2998333,19.4629364,19.42437935,0.111311801,0.086733401,0.060001764,0.044587743,0.03316509,23.79021454,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.5752595,13.35298096,22.05797577,21.31944466,21.13284683,21.25088692,21.32925415,0.127611682,0.099434167,0.068788096,0.051116925,0.038021602,22.75055695,-999,STAR,A4V (97603)
3.86455E+18,1.23766E+18,194.8462908,13.4090667,26.02862549,22.14534569,20.48345947,19.59919739,19.25773811,0.121738546,0.094857849,0.065622218,0.048764344,0.036271714,23.11994743,-999,GALAXY,null
3.86455E+18,1.23766E+18,193.8028373,13.47540952,23.97144699,22.4577179,20.90989685,19.75425339,19.27968407,0.150940925,0.117612146,0.081363536,0.060461827,0.044972491,23.83388519,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.7090366,13.51092752,26.58976555,22.65732002,20.90855026,19.82550812,19.34967041,0.119005613,0.092728369,0.064149052,0.047669623,0.03545744,24.37433052,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.6985991,13.62180326,21.95900154,19.83785439,18.39523697,17.75704193,17.34307861,0.123162813,0.095967628,0.066389963,0.049334858,0.036696069,23.06472778,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.8871914,13.81355644,21.62266159,21.1972065,21.14370918,20.99726868,20.87493324,0.135957271,0.105936989,0.07328672,0.054459888,0.040508151,23.18744278,-999,QSO,BROADLINE
3.86455E+18,1.23766E+18,193.7995992,13.95253116,22.06050682,20.13755798,18.57607079,17.98607254,17.62406158,0.167195782,0.130277827,0.090125591,0.066972971,0.049815588,23.09790421,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.4759861,14.16159027,23.20967293,21.33071136,20.12619019,19.40451431,18.80740547,0.143813536,0.112058535,0.077521577,0.057606839,0.042848904,22.99369812,-999,GALAXY,null
3.86458E+18,1.23767E+18,194.170311,25.98635302,23.49353218,21.2303257,19.55418015,18.92124176,18.55072784,0.047069758,0.036676437,0.025372589,0.018854553,0.014024324,23.11834908,-999,GALAXY,null
3.86458E+18,1.23767E+18,194.1898254,26.0813273,22.04888153,21.67555428,21.35281944,21.53791809,21.37342834,0.040488955,0.031548716,0.021825258,0.016218506,0.012063588,23.66699028,-999,QSO,BROADLINE
3.86472E+18,1.23767E+18,194.3244557,31.35206453,25.90126228,21.94569397,20.13601303,19.26341629,18.83150101,0.057998266,0.045191854,0.031263515,0.023232143,0.017280446,23.76961517,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.3244557,31.35206453,25.90126228,21.94569397,20.13601303,19.26341629,18.83150101,0.057998266,0.045191854,0.031263515,0.023232143,0.017280446,23.76961517,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.7733256,31.4228507,20.40007973,18.72152328,17.86932755,17.48147964,17.2030735,0.068239011,0.053171374,0.03678371,0.027334239,0.020331653,23.66484451,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.3017789,31.48272694,25.05459785,21.04821968,19.19762802,18.44378853,17.99479675,0.054560266,0.042512991,0.02941029,0.021854997,0.016256103,23.85122681,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.3461907,31.49715385,22.20352364,22.34387398,20.53598976,19.47621346,18.87822151,0.056913156,0.044346347,0.030678596,0.022797486,0.016957141,24.1128273,-999,GALAXY,null
3.86472E+18,1.23767E+18,195.0951005,31.52175119,21.58678818,21.27291298,21.30898476,21.25533104,21.14946747,0.062099621,0.048387602,0.033474319,0.024875008,0.018502435,23.92233849,-999,QSO,BROADLINE
3.86472E+18,1.23767E+18,194.2974001,31.63087298,22.24526978,21.11433411,20.33307838,20.05854797,19.502285,0.066558897,0.05186224,0.035878059,0.026661241,0.019831067,22.01269341,-999,GALAXY,STARBURST
3.86472E+18,1.23767E+18,194.2974001,31.63087298,22.24526978,21.11433411,20.33307838,20.05854797,19.502285,0.066558897,0.05186224,0.035878059,0.026661241,0.019831067,22.01269341,-999,GALAXY,STARBURST
3.86472E+18,1.23767E+18,194.8197299,31.76479537,22.90523338,20.95143127,19.23539352,18.57608986,18.22431946,0.060769841,0.04735145,0.032757513,0.024342343,0.018106231,23.38030243,-999,GALAXY,null
3.86472E+18,1.23767E+18,195.3068118,31.77245046,22.40205383,20.89000893,19.16018677,18.55307961,18.03915215,0.047081865,0.036685873,0.025379116,0.018859403,0.014027931,23.92933846,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.8741939,31.9668663,22.3696537,21.89500809,21.87159729,21.76234245,20.87231827,0.061262213,0.047735102,0.033022922,0.024539569,0.018252932,23.87654495,-999,QSO,null
3.86472E+18,1.23767E+18,194.0529386,32.0075195,22.3582859,21.31809807,19.92790604,19.14022064,18.64833069,0.068280928,0.053204037,0.036806308,0.027351029,0.020344142,23.76770973,-999,GALAXY,STARFORMING
3.86472E+18,1.23767E+18,194.527007,32.32693538,21.70275497,20.91382027,19.36003304,18.53298569,18.09038925,0.052212086,0.040683303,0.02814452,0.020914394,0.015556468,22.60521507,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.527007,32.32693538,21.70275497,20.91382027,19.36003304,18.53298569,18.09038925,0.052212086,0.040683303,0.02814452,0.020914394,0.015556468,22.60521507,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.526619,32.28552778,21.21576118,20.77219772,20.73720169,20.54403496,20.02041054,0.052983955,0.041284736,0.02856059,0.02122358,0.015786445,23.60413933,-999,QSO,BROADLINE
3.86472E+18,1.23767E+18,194.3208015,32.26003131,21.98482132,21.04020691,19.1920681,18.4175396,17.92328835,0.06021706,0.046920724,0.032459538,0.024120918,0.017941531,23.69712448,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.953179,40.76254676,22.96554565,22.73649025,20.552248,19.45254898,19.0476284,0.082632333,0.064386554,0.04454232,0.033099718,0.02462011,22.68628883,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.953179,40.76254676,22.96554565,22.73649025,20.552248,19.45254898,19.0476284,0.082632333,0.064386554,0.04454232,0.033099718,0.02462011,22.68628883,-999,GALAXY,null
3.86494E+18,1.23766E+18,196.0215647,40.82218548,22.4824543,22.17474556,20.99112129,19.67559624,19.45033455,0.074497141,0.058047671,0.040157109,0.029841036,0.022196248,23.95909882,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.4065183,40.86723649,24.077528,21.88820267,20.02251434,19.4806633,19.09353256,0.065128326,0.050747547,0.03510692,0.026088204,0.01940483,23.59934235,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.2650358,40.88797576,22.22335625,21.87993431,20.38805199,19.49536514,19.22335434,0.062644832,0.04881243,0.033768214,0.025093401,0.01866488,22.29866791,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.2103695,40.94747327,23.23866081,21.60141754,21.31426239,21.17352676,20.60625076,0.064885177,0.050558086,0.034975853,0.025990807,0.019332385,23.11422729,-999,QSO,null
3.86494E+18,1.23766E+18,195.90142,40.97748131,22.53754234,21.38476753,19.56375504,18.84584236,18.50503731,0.072915509,0.056815267,0.03930454,0.029207485,0.021725003,23.56458855,-999,GALAXY,STARFORMING
3.86494E+18,1.23766E+18,196.0848305,41.08643354,22.87990761,21.93465805,21.42103767,20.18970108,19.50708199,0.070319757,0.054792676,0.037905321,0.028167715,0.020951604,22.73605537,-999,QSO,null
3.86494E+18,1.23766E+18,196.0668697,41.21532373,20.08571243,17.96781158,16.91657066,16.48773193,16.08878136,0.070436805,0.054883882,0.037968416,0.028214602,0.020986481,23.1774025,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.5312696,41.22534746,21.99523735,20.55123901,18.84961891,18.08419037,17.65480232,0.068166502,0.053114876,0.036744624,0.027305195,0.020310048,24.14319038,-999,GALAXY,null
3.86494E+18,1.23766E+18,195.3999179,41.23683914,21.98686028,26.29928017,21.28450203,20.2260437,19.38738632,0.065458626,0.05100492,0.035284966,0.026220512,0.019503243,24.04074097,-999,GALAXY,null
3.86494E+18,1.23766E+18,194.8295911,41.39342253,22.28559113,23.25246048,21.95456505,20.96199036,19.9302597,0.053888101,0.041989245,0.029047964,0.021585749,0.016055832,23.89959908,-999,GALAXY,null
3.86511E+18,1.23766E+18,195.4680209,36.04141304,19.97827148,19.16060829,18.80649757,18.42687416,18.3760643,0.049366649,0.038466159,0.02661071,0.01977461,0.014708676,20.71821594,-999,GALAXY,STARBURST
3.86511E+18,1.23766E+18,195.6008288,36.08834963,20.58754539,19.78907585,19.46186638,19.65294075,19.38148308,0.052692652,0.041057758,0.028403567,0.021106893,0.015699651,22.54166985,-999,STAR,F3/F5V (30743)
3.86511E+18,1.23766E+18,195.2253201,36.10865731,22.09170151,21.59122086,21.70240021,21.30001831,21.50544739,0.054393254,0.042382855,0.029320264,0.021788098,0.016206343,23.07605743,-999,QSO,BROADLINE
3.86511E+18,1.23766E+18,195.7960128,36.11233249,20.69329262,20.15977669,19.96450615,19.81322289,19.51784897,0.045272648,0.035276141,0.024403872,0.018134693,0.013488879,21.61442375,-999,QSO,BROADLINE
3.86511E+18,1.23766E+18,195.8964656,36.4291166,22.67299652,21.56515694,20.99757195,20.65608597,20.22767067,0.058113452,0.045281608,0.031325608,0.023278283,0.017314766,23.48771858,-999,GALAXY,STARFORMING
3.86511E+18,1.23766E+18,195.1502085,36.44791994,21.88841248,20.93361855,20.71388817,20.56863403,20.26447487,0.046919253,0.036559165,0.025291461,0.018794267,0.013979482,23.59796333,-999,STAR,F2V (33256)
3.86511E+18,1.23766E+18,195.9565358,36.50374882,20.83431244,20.34045029,20.28875732,20.17853165,19.83911705,0.059587639,0.046430282,0.032120254,0.023868792,0.017753996,22.83296967,-999,QSO,BROADLINE
3.86511E+18,1.23766E+18,195.5325607,36.53595006,22.54991531,21.53821373,20.31748962,19.48915482,18.96337128,0.054396097,0.042385072,0.029321795,0.021789236,0.016207188,22.98213387,-999,GALAXY,null
3.86511E+18,1.23766E+18,195.7374711,36.58350205,25.76468468,22.0389576,20.42564201,19.60646629,19.04450035,0.053203419,0.041455746,0.028678892,0.02131149,0.015851833,23.56937218,-999,GALAXY,null
3.86511E+18,1.23766E+18,195.0347646,36.59802352,19.29548264,18.06388474,17.433218,17.07198143,16.88708496,0.056269757,0.043845017,0.030331779,0.022539763,0.016765442,19.79782295,-999,GALAXY,STARFORMING
3.86511E+18,1.23766E+18,195.2814861,36.89006806,20.69784546,20.28801537,19.90193939,19.74017906,19.55887794,0.051242188,0.039927565,0.027621705,0.020525886,0.015267489,23.08585739,-999,QSO,BROADLINE
3.86525E+18,1.23767E+18,196.1999336,33.9787979,21.35921669,19.11833382,17.80285263,17.22733879,16.78125191,0.043618727,0.033987418,0.023512337,0.017472187,0.012996097,23.22761154,-999,GALAXY,null
3.86525E+18,1.23767E+18,195.989522,34.02045799,21.98396873,21.77062988,20.7933445,19.63576317,19.09232903,0.043856747,0.034172881,0.02364064,0.01756753,0.013067015,22.85522079,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.0562096,34.15303299,23.52658844,21.94621277,20.59865952,19.75860786,19.2256813,0.042567633,0.033168409,0.022945752,0.017051153,0.012682926,22.71427917,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.0562096,34.15303299,23.52658844,21.94621277,20.59865952,19.75860786,19.2256813,0.042567633,0.033168409,0.022945752,0.017051153,0.012682926,22.71427917,-999,GALAXY,null
3.86525E+18,1.23767E+18,195.7156982,34.1698699,24.55215645,21.82454109,20.3435688,19.54969215,19.07431412,0.051195137,0.039890904,0.027596341,0.02050704,0.01525347,23.41086006,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.2852689,34.36955153,25.79748154,21.95804596,21.31883049,21.1402874,21.0459137,0.045494933,0.035449341,0.02452369,0.018223731,0.013555108,23.7204895,-999,QSO,null
3.86525E+18,1.23767E+18,196.3575,34.53041986,21.2165699,20.86491776,20.83792305,20.77689171,20.31844902,0.047902908,0.037325621,0.025821691,0.019188285,0.014272559,22.44800949,-999,QSO,BROADLINE
3.86525E+18,1.23767E+18,195.7447857,34.6608868,22.64073563,21.22469902,21.06159401,20.93593597,20.79839897,0.042090781,0.032796852,0.022688709,0.016860142,0.012540849,23.52828407,-999,STAR,F2V (33256)
3.86525E+18,1.23767E+18,195.9449129,34.97872956,21.15002251,19.70564079,18.07453346,17.52044106,17.20349693,0.038182832,0.029751804,0.02058216,0.015294751,0.011376485,24.14057159,-999,GALAXY,null
3.86539E+18,1.23767E+18,196.5031965,33.35523442,25.08455467,20.91798973,19.22029495,18.54244232,18.17100525,0.034407146,0.026809815,0.018546907,0.013782339,0.010251529,23.20096397,-999,GALAXY,null
3.86539E+18,1.23767E+18,196.134882,33.44531689,22.30480766,21.34858131,20.3106842,19.50054169,19.06921387,0.050114423,0.039048821,0.027013794,0.020074144,0.014931475,22.87136078,-999,GALAXY,null
3.86539E+18,1.23767E+18,196.8424724,33.46593009,24.04814339,21.24621773,19.57109261,18.83278656,18.44651222,0.044053648,0.034326304,0.023746779,0.017646402,0.01312568,23.51971626,-999,GALAXY,null
3.86539E+18,1.23767E+18,195.8704449,33.7416151,22.36877441,21.28381157,20.25300598,19.47127724,19.07647896,0.056618184,0.044116504,0.030519594,0.022679329,0.016869254,22.62195969,-999,QSO,AGN BROADLINE
3.86539E+18,1.23767E+18,196.798191,33.81924652,23.59675598,21.85032654,20.54593277,19.56801033,18.80965042,0.045005117,0.035067685,0.02425966,0.018027527,0.013409168,22.82183266,-999,GALAXY,BROADLINE
3.86539E+18,1.23767E+18,196.5607989,33.96685651,22.42121315,21.78872681,22.0645256,22.05056572,21.6816082,0.041597318,0.03241235,0.022422714,0.016662478,0.012393823,23.54921913,-999,GALAXY,null
3.86539E+18,1.23767E+18,196.5998857,34.07872674,23.27660179,20.58642387,18.87405014,18.29424858,17.92272568,0.039209798,0.030552009,0.021135738,0.015706118,0.011682467,23.22828674,-999,GALAXY,null
3.86539E+18,1.23767E+18,196.5998857,34.07872674,23.27660179,20.58642387,18.87405014,18.29424858,17.92272568,0.039209798,0.030552009,0.021135738,0.015706118,0.011682467,23.22828674,-999,GALAXY,null
3.86553E+18,1.23766E+18,196.6659705,36.87696476,21.49239922,19.36126328,17.88664246,17.29417992,16.9004612,0.063211307,0.049253825,0.034073569,0.025320312,0.018833661,22.96550751,-999,GALAXY,null
3.86571E+18,1.23767E+18,197.666641,24.81268136,21.01096344,18.92284966,17.6124897,17.05093193,16.72791672,0.072923951,0.056821853,0.039309092,0.029210869,0.021727521,22.68891907,-999,GALAXY,null
3.86571E+18,1.23767E+18,197.7199603,24.93885605,25.3507328,22.13634872,20.36043549,19.47951508,18.93873405,0.069490589,0.054146595,0.037458364,0.02783558,0.020704556,23.76846695,-999,GALAXY,null
3.86592E+18,1.23767E+18,198.2079934,22.05044781,26.55219078,21.71080399,20.50264931,19.61795235,19.4928627,0.076748982,0.059802286,0.041370943,0.030743046,0.022867179,22.75205231,-999,GALAXY,null
3.86592E+18,1.23767E+18,197.7974609,22.54602704,23.52585983,22.24018288,20.7075634,19.82099724,19.38871193,0.052197017,0.040671561,0.028136397,0.020908359,0.015551978,24.28526497,-999,GALAXY,null
3.86624E+18,1.23766E+18,198.3456343,14.49786787,21.59486008,20.74246025,20.54361343,20.60317039,20.42881012,0.099311016,0.077382468,0.053532835,0.039780632,0.029589482,22.51416969,-999,QSO,null
3.86624E+18,1.23766E+18,197.8759708,14.73103793,22.07495689,20.79680443,20.74650764,20.72721291,20.40573502,0.096044905,0.074837536,0.051772263,0.03847234,0.028616352,23.75804138,-999,STAR,A6IV (28527)
3.86624E+18,1.23766E+18,197.8759708,14.73103793,22.07495689,20.79680443,20.74650764,20.72721291,20.40573502,0.096044905,0.074837536,0.051772263,0.03847234,0.028616352,23.75804138,-999,STAR,A1m (78209)
3.86624E+18,1.23766E+18,197.855799,14.76247845,25.26664162,22.33011436,20.84292603,19.77051353,19.17828369,0.09287633,0.072368607,0.050064269,0.037203118,0.027672283,24.32895088,-999,GALAXY,null
3.86624E+18,1.23766E+18,197.855799,14.76247845,25.26664162,22.33011436,20.84292603,19.77051353,19.17828369,0.09287633,0.072368607,0.050064269,0.037203118,0.027672283,24.32895088,-999,GALAXY,null
3.86624E+18,1.23766E+18,198.1021304,14.8575373,24.47319031,22.61330223,21.0971241,19.96872902,19.46066284,0.090659246,0.070641071,0.048869163,0.036315028,0.027011707,23.12311554,-999,GALAXY,null
3.86624E+18,1.23766E+18,198.3588984,14.86599795,22.15118408,21.50891685,20.44607925,19.49824524,19.1757946,0.098359741,0.076641247,0.053020056,0.039399587,0.029306054,24.2246666,-999,GALAXY,null
3.86624E+18,1.23766E+18,198.549904,14.95571218,22.26549721,20.97215462,21.03468323,21.08637047,21.78713989,0.086444385,0.067356884,0.046597179,0.034626696,0.025755901,23.08884239,-999,STAR,A4V (136729)
3.86624E+18,1.23766E+18,198.7712796,14.99521523,21.70800972,21.32907486,21.60374451,21.26391983,21.25088501,0.087290548,0.068016201,0.047053292,0.034965638,0.026008012,23.62564659,-999,QSO,BROADLINE
3.86624E+18,1.23766E+18,198.7712796,14.99521523,21.70800972,21.32907486,21.60374451,21.26391983,21.25088501,0.087290548,0.068016201,0.047053292,0.034965638,0.026008012,23.62564659,-999,QSO,BROADLINE
3.86624E+18,1.23766E+18,198.1102471,15.08790952,21.03761482,19.4908123,18.0631752,17.50192642,17.08817863,0.098673783,0.076885939,0.053189337,0.039525378,0.02939962,23.98615646,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.6631359,33.5515624,22.28681755,21.22193146,19.85082436,19.09626007,18.68980598,0.063182987,0.049231756,0.034058303,0.025308968,0.018825222,22.52140808,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.7066478,33.62652051,23.00100517,21.41903114,19.97584152,19.13987541,18.82613564,0.063508138,0.049485113,0.03423357,0.025439212,0.0189221,23.62478828,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.1525166,33.73355006,23.4147644,22.38045883,21.61339951,20.81584358,20.62367249,0.049094226,0.038253888,0.026463863,0.019665487,0.014627509,23.73316002,-999,QSO,BROADLINE
3.86666E+18,1.23767E+18,199.620334,33.79487652,21.95260239,20.70674133,19.08449173,18.39402962,17.95009232,0.059182227,0.046114389,0.031901721,0.023706397,0.017633205,23.80772018,-999,GALAXY,null
3.86666E+18,1.23767E+18,200.0366114,33.8027043,22.62526894,21.78504562,20.62889099,19.68863678,19.31104088,0.049775232,0.038784523,0.026830953,0.019938273,0.014830412,23.48998451,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.6946443,33.91889548,23.12913132,21.6351738,20.36847305,19.59231377,19.09341621,0.057613682,0.044892192,0.03105621,0.023078093,0.017165862,22.95538902,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.3913286,33.95333906,21.93457031,21.35361671,21.21704102,21.37396812,21.21582031,0.058184989,0.045337349,0.031364169,0.023306938,0.01733608,23.29720306,-999,QSO,null
3.86666E+18,1.23767E+18,200.0014646,34.12747379,22.33926964,21.53029442,20.14395523,19.3181839,18.80857277,0.054010328,0.042084482,0.02911385,0.021634709,0.01609225,24.42350197,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.8774365,34.2336754,23.50422287,21.57702637,20.24716568,19.36833191,18.92218971,0.041417286,0.032272067,0.022325667,0.016590362,0.012340182,23.05118179,-999,GALAXY,null
3.86666E+18,1.23767E+18,200.2080934,34.3259406,21.79987335,22.55744743,21.24348068,19.99015617,19.50695992,0.042843673,0.0333835,0.02309455,0.017161725,0.012765171,22.7086544,-999,GALAXY,null
3.86666E+18,1.23767E+18,199.5146993,34.40007727,22.12135124,21.3516922,21.07326889,21.07440186,20.71453285,0.049833544,0.03882996,0.026862387,0.019961633,0.014847787,23.42263031,-999,STAR,CV
3.8668E+18,1.23766E+18,199.6330767,38.19801427,22.77411842,21.33091736,20.56894112,19.75492287,19.41127586,0.051825814,0.040382322,0.027936304,0.020759668,0.015441379,22.99033928,-999,GALAXY,null
3.8668E+18,1.23766E+18,199.3969674,38.28931504,22.25012398,21.64691544,20.60817337,19.91267967,19.48330116,0.051231306,0.039919086,0.02761584,0.020521529,0.015264247,22.88884544,-999,GALAXY,null
3.8668E+18,1.23766E+18,199.1444476,38.53154239,21.75614738,21.27430725,21.03646851,21.07797623,20.82392502,0.046232924,0.03602438,0.024921499,0.018519346,0.01377499,23.20060349,-999,QSO,null
3.86687E+18,1.23766E+18,199.6467325,37.08237296,25.2896862,22.71204185,20.79013062,19.69649124,18.95647621,0.060142357,0.046862517,0.032419272,0.024090994,0.017919274,23.24240303,-999,GALAXY,null
3.86687E+18,1.23766E+18,200.055978,37.09301544,26.96017838,21.82829666,20.11781693,19.09144592,18.50700378,0.068486556,0.053364262,0.03691715,0.027433399,0.020405408,23.36169815,-999,GALAXY,null
3.86687E+18,1.23766E+18,200.1027383,37.10137061,23.53576469,22.2603302,21.3096981,20.29014015,20.2525177,0.068236776,0.053169634,0.036782507,0.027333343,0.020330986,23.45693207,-999,GALAXY,null
3.86687E+18,1.23766E+18,199.4961335,37.22124617,22.10720253,22.10242081,21.50141907,21.43692207,21.22100449,0.062392417,0.04861575,0.033632152,0.024992293,0.018589674,23.28005219,-999,QSO,null
3.86687E+18,1.23766E+18,199.9369946,37.57940906,23.48845863,22.0375824,20.79031563,19.83378792,19.40397263,0.043468647,0.033870477,0.023431439,0.01741207,0.012951382,22.97507668,-999,GALAXY,null
3.86687E+18,1.23766E+18,199.9259486,37.59800786,23.31037712,21.74580956,20.02501869,18.78945541,18.22322464,0.043978088,0.034267426,0.023706047,0.017616134,0.013103167,23.40723419,-999,GALAXY,null
3.86687E+18,1.23766E+18,199.9483317,37.84806732,21.85963631,20.84123611,20.58149147,20.47831154,20.21534729,0.04293745,0.033456571,0.0231451,0.017199289,0.012793112,23.96229744,-999,STAR,F2V (33256)
