galex_objid,sdss_objid,ra,dec,u,g,r,i,z,nuv_mag,fuv_mag,classs,subclass
3.23893E+18,1.23767E+18,184.8700455,32.24876036,21.84289932,19.09735107,17.67196465,17.16811371,16.78918839,23.38384628,-999,GALAXY,null
3.23897E+18,1.23767E+18,185.4829994,30.64104606,22.93013573,21.62130165,20.83841515,20.29199028,19.73847198,24.4032917,-999,QSO,null
3.23897E+18,1.23767E+18,184.7208537,30.73270806,21.22266388,20.40434074,20.35051155,20.31559181,20.08057213,23.08383942,-999,QSO,BROADLINE
3.23897E+18,1.23767E+18,184.8608124,30.77945874,22.08716774,20.66646194,18.98086739,18.31741333,17.91483498,23.6721344,-999,GALAXY,null
3.23897E+18,1.23767E+18,184.7909858,30.78008399,21.53318596,21.60219002,20.33051109,19.25796509,18.6413517,23.59469986,-999,GALAXY,null
3.23897E+18,1.23767E+18,185.8657307,30.78180088,21.72307396,21.16253281,21.10224342,21.05768204,20.93330193,23.63033676,-999,QSO,BROADLINE
3.23904E+18,1.23767E+18,181.0640282,28.03564907,21.63607597,19.57641602,18.52517891,17.96736145,17.66594124,23.09782219,-999,GALAXY,AGN
3.23904E+18,1.23767E+18,181.3009016,28.07085304,24.78315926,22.40940666,20.77658844,19.64970398,19.14292526,24.57055664,-999,GALAXY,null
3.23904E+18,1.23767E+18,180.9066253,28.48115061,22.40347481,20.96189499,20.80799866,20.74835205,20.89035606,23.47681427,-999,STAR,A4V (97603)
3.23904E+18,1.23767E+18,180.7196389,28.83576448,23.4605484,21.97093201,20.87867546,19.87395668,19.35033607,23.28653526,-999,GALAXY,null
3.23904E+18,1.23767E+18,181.1254978,28.85823513,22.97904396,21.17105293,20.95736504,20.74728775,20.9236927,23.92551231,-999,STAR,F3/F5V (30743)
3.23908E+18,1.23767E+18,180.5555477,31.93444075,22.08115578,21.66218758,21.64870834,21.79834366,21.02536011,23.7269516,-999,STAR,sd:F0 (G_84-29)
3.23908E+18,1.23767E+18,180.6997258,31.93571896,21.39372063,20.07988548,18.57520485,17.97696304,17.61085701,23.8595314,-999,GALAXY,null
3.23908E+18,1.23767E+18,181.2437809,31.97322509,26.59420967,21.67222977,19.85004044,18.98141098,18.37036896,23.12890816,-999,GALAXY,null
3.23908E+18,1.23767E+18,181.0058246,32.15078918,23.06604004,21.90055466,20.41292953,19.44185829,18.98057365,23.79384041,-999,GALAXY,null
3.23908E+18,1.23767E+18,180.9252613,32.1666127,22.46692848,21.48392677,20.23692513,19.1444416,18.8349762,23.9111557,-999,GALAXY,null
3.23908E+18,1.23767E+18,180.6949325,32.16584821,23.77991676,22.16024208,21.01118851,19.93067169,19.2898674,23.21234703,-999,STAR,M4.5:III (123657)
3.23908E+18,1.23767E+18,181.5277707,32.27945299,24.74814606,22.34993172,20.96813965,19.83306503,19.30090714,23.7204361,-999,GALAXY,null
3.23911E+18,1.23767E+18,179.6092739,31.15797647,21.39139748,20.43967247,20.77261925,19.86528015,20.45129776,21.85915184,-999,GALAXY,STARFORMING
3.23911E+18,1.23767E+18,179.6092739,31.15797647,21.39139748,20.43967247,20.77261925,19.86528015,20.45129776,21.85915184,-999,GALAXY,STARFORMING
3.23911E+18,1.23767E+18,180.4720688,31.28932209,22.72457314,21.19849396,19.49165154,18.68319511,18.22732544,23.9506073,-999,GALAXY,null
3.23911E+18,1.23767E+18,180.390888,31.38181328,22.66004562,21.19543839,19.38225937,18.63812637,18.21139908,24.0267868,-999,GALAXY,null
3.23911E+18,1.23767E+18,180.4350965,31.51422495,22.17071724,21.64834595,20.13918304,19.34265327,18.8882618,23.43904305,-999,GALAXY,null
3.23911E+18,1.23767E+18,179.9776614,31.6130522,25.58803177,20.62211418,18.98373222,18.34433937,17.84936523,23.15653419,-999,GALAXY,null
3.23911E+18,1.23767E+18,179.4911349,31.6157917,20.32734489,18.75603676,17.46900749,17.03275681,16.68959236,22.45669174,-999,GALAXY,null
3.23911E+18,1.23767E+18,180.2652617,31.95664748,23.57048035,20.44562912,18.79575729,18.23878288,17.84567833,23.73291779,-999,GALAXY,null
3.24122E+18,1.23767E+18,184.2226564,35.88827827,22.42071533,22.06630898,20.59617805,19.47227859,18.97105789,23.89612007,-999,GALAXY,null
3.24122E+18,1.23767E+18,184.0289326,35.94265874,22.62363815,19.87076759,18.33221817,17.78775215,17.4354248,24.27069473,-999,GALAXY,null
3.24122E+18,1.23767E+18,184.0805122,35.96269714,22.31463432,20.54829597,18.85301399,18.24248695,17.86909294,24.88099098,-999,GALAXY,null
3.24122E+18,1.23766E+18,184.0566237,36.33152484,23.61500168,21.47465706,21.0233593,20.99362755,20.83795547,24.61214447,-999,QSO,null
3.24122E+18,1.23766E+18,184.2308628,36.40680234,22.60413933,22.21683311,20.70214653,19.77266884,19.46816635,24.65649796,-999,GALAXY,null
3.24284E+18,1.23766E+18,185.9691411,14.4442824,22.8634243,19.93336487,18.41060257,17.85275841,17.46615791,24.3018322,-999,GALAXY,null
3.24291E+18,1.23767E+18,189.1834684,25.59165908,23.4513092,21.43738747,20.0702858,19.21204948,18.87042046,24.58675575,-999,GALAXY,null
3.24291E+18,1.23767E+18,189.5786036,26.10213567,22.91226959,21.92803383,22.06951332,22.14763641,22.33640289,24.74279213,-999,STAR,WDmagnetic
3.24295E+18,1.23766E+18,183.9371929,37.83516705,25.42789268,20.28547096,18.60609245,18.01116943,17.54795265,23.74458122,-999,GALAXY,null
3.24295E+18,1.23766E+18,183.6867008,37.8567581,22.96037102,21.45708466,20.56562042,19.83433723,19.39570808,23.63344955,-999,GALAXY,null
3.24309E+18,1.23767E+18,186.792222,30.6803915,22.8787632,21.77099609,20.54737854,19.6897583,19.22112846,23.29537201,-999,GALAXY,null
3.24309E+18,1.23767E+18,186.9391718,30.69198637,22.0411911,21.30924797,21.16556931,21.12515259,20.79836464,23.46311569,-999,QSO,null
3.24309E+18,1.23767E+18,186.7245242,30.69515881,26.25377464,22.21427917,20.80144691,19.37393951,19.00757027,24.68991852,-999,GALAXY,null
3.24309E+18,1.23767E+18,186.7245242,30.69515881,26.25377464,22.21427917,20.80144691,19.37393951,19.00757027,24.68991852,-999,GALAXY,null
3.24309E+18,1.23767E+18,187.1524645,30.97385865,22.93017006,21.94067192,21.79624367,22.03538322,21.33827591,23.44003868,-999,STAR,A1V (95418)
3.24309E+18,1.23767E+18,186.6740938,31.11387922,22.19008446,20.85874557,20.67765999,20.52370834,20.28081703,23.82283974,-999,STAR,F3/F5V (30743)
3.24309E+18,1.23767E+18,186.6740938,31.11387922,22.19008446,20.85874557,20.67765999,20.52370834,20.28081703,23.82283974,-999,STAR,F2V (33256)
3.24309E+18,1.23767E+18,186.7424331,31.34329903,25.16021538,22.17777634,20.41339684,19.28896713,18.96471786,24.42172813,-999,GALAXY,null
3.24333E+18,1.23766E+18,187.4991323,15.37163462,22.01119995,21.63226891,20.13963318,19.34602165,18.87538719,24.24808311,-999,GALAXY,null
3.24583E+18,1.23767E+18,176.7346129,26.85704041,21.06393623,19.35908127,17.95702934,17.43636513,17.09213638,23.74832726,-999,GALAXY,null
3.24583E+18,1.23767E+18,176.0445091,26.95226081,21.95134544,21.00139809,19.82910538,19.07811356,18.7401638,22.91416359,-999,GALAXY,AGN
3.24583E+18,1.23767E+18,176.136878,26.97325819,21.85595512,21.37236404,20.27676582,19.47840118,19.01700211,23.18445015,-999,GALAXY,null
3.24583E+18,1.23767E+18,176.5857995,27.2575988,21.95989037,21.18832779,20.93951988,20.95033264,20.64725304,23.82063103,-999,STAR,F0II (25291)
3.24583E+18,1.23767E+18,176.2138487,27.3967907,22.9311409,21.59602928,19.92627907,19.10799026,18.61501694,23.57286835,-999,GALAXY,null
3.24597E+18,1.23766E+18,185.0566564,39.356158,25.54250717,21.69369698,20.09534454,19.0858078,18.69780922,22.74925804,-999,GALAXY,null
3.24597E+18,1.23766E+18,184.7927663,40.03408683,21.95651436,21.64263344,20.43144798,19.68664551,19.31145859,22.81736183,-999,GALAXY,null
3.24597E+18,1.23766E+18,184.7313203,40.04971178,25.25113106,21.64920044,19.81690598,18.88266563,18.39417076,23.45262527,-999,GALAXY,null
3.3643E+18,1.23767E+18,183.1986674,33.38807019,22.69815063,21.5987854,20.52997398,19.59187317,19.1973877,23.12643814,-999,GALAXY,null
3.3643E+18,1.23767E+18,183.6066483,32.58872661,24.33638382,22.18446159,20.57577324,19.60373878,19.03491211,-999,23.08738136,GALAXY,null
3.36451E+18,1.23767E+18,194.3537941,21.45443125,20.09093857,20.0596962,19.76226616,19.35964775,19.49021912,22.15605927,-999,QSO,BROADLINE
3.36451E+18,1.23767E+18,194.2815237,21.46709622,23.69309616,21.68092728,20.07024193,19.08452225,18.69664192,22.96152496,-999,GALAXY,null
3.36451E+18,1.23767E+18,194.0574595,21.6717048,20.71735573,20.08916664,19.67530441,19.60055733,19.30748177,22.277174,-999,QSO,BROADLINE
3.36451E+18,1.23767E+18,194.0330553,21.73808445,21.36237335,20.90981483,20.93823051,20.85908699,20.45013618,22.82550621,-999,QSO,BROADLINE
3.36451E+18,1.23767E+18,193.690218,21.91270745,21.81957054,20.32667351,20.10610199,20.12636375,20.15990639,22.95875931,-999,STAR,A5II (34578)
3.36451E+18,1.23767E+18,193.690218,21.91270745,21.81957054,20.32667351,20.10610199,20.12636375,20.15990639,22.95875931,-999,STAR,F0III (89025)
3.36451E+18,1.23767E+18,194.2487936,21.93174078,21.80616379,21.06648064,20.8474102,21.07213783,20.73721886,24.46276665,-999,QSO,null
3.36451E+18,1.23767E+18,193.9397996,22.26751345,22.63775635,21.45612907,21.35783958,21.3830452,21.14634514,24.71548843,-999,QSO,BROADLINE
3.36451E+18,1.23767E+18,193.7547823,22.27080633,22.00898361,21.58368111,20.59768486,19.79836655,19.31700134,23.37609673,-999,GALAXY,null
3.36451E+18,1.23767E+18,193.7547823,22.27080633,22.00898361,21.58368111,20.59768486,19.79836655,19.31700134,23.37609673,-999,GALAXY,null
3.36451E+18,1.23767E+18,193.9077316,22.32531024,22.48300934,21.36799431,20.5212574,19.46071243,19.29015732,22.7633152,-999,GALAXY,null
3.36451E+18,1.23767E+18,194.3319131,22.38070392,23.0493145,21.38910866,20.05687523,19.29875565,18.8391037,23.75525284,-999,GALAXY,null
3.36451E+18,1.23767E+18,194.5559355,21.8688107,21.58431053,19.74132729,18.24608803,17.66249466,17.29907608,22.77075577,23.49433327,GALAXY,null
3.36451E+18,1.23767E+18,194.6785421,22.25776006,23.58797073,20.23762512,18.75880432,18.20631218,17.7563076,23.6599865,23.03513145,QSO,BROADLINE
3.36458E+18,1.23767E+18,199.1733395,28.98621561,24.62854385,21.94647217,20.74530983,19.82657051,19.5558567,23.33517647,-999,GALAXY,null
3.36458E+18,1.23767E+18,199.3085776,29.25575385,22.47554016,20.99277115,19.66012383,19.11503792,18.7545948,23.25243759,-999,GALAXY,null
3.36458E+18,1.23767E+18,199.3085776,29.25575385,22.47554016,20.99277115,19.66012383,19.11503792,18.7545948,23.25243759,-999,GALAXY,STARFORMING
3.36458E+18,1.23767E+18,199.0968622,29.30950916,21.67696571,21.52701569,21.36876106,21.55391502,20.86704254,24.15440559,-999,QSO,BROADLINE
3.36458E+18,1.23767E+18,199.5901104,29.34487712,22.30978775,20.81046104,19.13388062,18.51024055,18.14435005,23.74540901,-999,GALAXY,null
3.36458E+18,1.23767E+18,199.1446599,28.99160019,20.88171387,20.23430824,19.10048294,18.55420303,18.04510689,23.43311882,23.32887459,QSO,STARBURST BROADLINE
3.36465E+18,1.23766E+18,200.7252585,36.15514144,24.13469315,22.03922462,20.87456322,19.91081047,19.61313629,23.31511688,-999,GALAXY,null
3.36465E+18,1.23766E+18,200.4039993,36.23078289,22.20662498,20.01328468,18.43879318,17.86474037,17.5236187,23.32449532,-999,GALAXY,null
3.36465E+18,1.23766E+18,200.9491833,36.45659073,24.44535255,21.80015945,20.14433861,19.30886841,18.7419281,24.1549511,-999,GALAXY,null
3.81832E+18,1.23766E+18,182.9737846,38.31017331,24.88819313,22.11429024,20.35055161,19.38951302,18.93253708,23.67926979,-999,GALAXY,null
3.81832E+18,1.23766E+18,182.9737846,38.31017331,24.88819313,22.11429024,20.35055161,19.38951302,18.93253708,23.67926979,-999,GALAXY,null
3.81832E+18,1.23766E+18,183.1118624,38.4347667,24.85379791,22.36354065,20.66267586,19.58373451,19.16371727,23.86475182,-999,GALAXY,null
3.81832E+18,1.23766E+18,183.0502983,38.51864886,23.15311241,21.77166176,20.76270676,19.83276558,19.44488907,23.40341377,-999,GALAXY,null
3.81832E+18,1.23766E+18,183.0502983,38.51864886,23.15311241,21.77166176,20.76270676,19.83276558,19.44488907,23.40341377,-999,GALAXY,null
3.81832E+18,1.23766E+18,181.8448797,38.54564302,25.01374817,22.50444984,20.52830505,19.6594696,19.16921997,22.97053146,-999,GALAXY,null
3.81832E+18,1.23766E+18,183.1028574,38.63414401,22.25078392,21.46630478,20.39579201,19.56860924,19.15544128,22.87903023,-999,GALAXY,null
3.81832E+18,1.23766E+18,183.1028574,38.63414401,22.25078392,21.46630478,20.39579201,19.56860924,19.15544128,22.87903023,-999,GALAXY,null
3.81832E+18,1.23766E+18,182.8562339,38.63967769,25.14754486,20.72159958,18.98448944,18.37151909,18.00532913,23.33147621,-999,GALAXY,null
3.81832E+18,1.23766E+18,181.9399644,38.65661061,21.10601997,19.11450958,17.85179138,17.26095963,16.85767746,23.36192131,-999,GALAXY,null
3.81891E+18,1.23767E+18,184.0541692,31.42477186,23.90965462,21.37094116,19.57368469,18.85148811,18.3688755,23.74949646,-999,GALAXY,null
3.81898E+18,1.23767E+18,183.4660522,20.0877034,21.31964874,20.6275425,20.53154182,20.64526749,20.36651039,23.40016365,-999,QSO,BROADLINE
3.81898E+18,1.23767E+18,183.5805044,20.09287604,25.29755592,21.52114487,19.9782238,19.20182991,18.76358986,23.49091721,-999,GALAXY,null
3.81905E+18,1.23767E+18,184.0869936,33.4500439,21.77161789,21.62226105,20.36187744,19.61102867,19.06303406,22.65894699,-999,GALAXY,null
3.81905E+18,1.23767E+18,184.1117085,33.47422653,21.83645439,20.81585693,19.19775391,18.43976021,18.17298698,22.18496323,-999,GALAXY,null
3.81905E+18,1.23767E+18,183.6008394,33.7642329,21.51170158,20.63543701,19.95232773,19.47626305,19.23287392,22.69913101,-999,QSO,BROADLINE
3.8192E+18,1.23767E+18,184.5456706,24.68308927,23.07917976,20.65426445,18.8905201,18.21079063,17.85779572,22.81358147,-999,GALAXY,null
3.8192E+18,1.23767E+18,183.5821757,24.87088126,22.78685188,21.67795181,21.29324341,21.19101334,20.56110764,23.08126259,-999,QSO,null
3.8192E+18,1.23767E+18,184.5448024,24.90024814,22.35430717,21.50154686,20.61783981,19.80362701,19.60896111,22.96379471,-999,GALAXY,null
3.8192E+18,1.23767E+18,183.865736,25.15227608,22.68614006,22.08754158,20.76516724,19.52926826,19.07529259,23.46623421,-999,QSO,BROADLINE
3.8192E+18,1.23767E+18,184.1221148,25.2578433,21.67352867,21.50408936,21.51991844,21.03073311,21.23192596,22.82630539,-999,QSO,BROADLINE
3.85938E+18,1.23767E+18,179.2263549,35.34679161,23.61706924,21.89846992,20.72353554,19.69074249,19.18055534,23.81771851,-999,GALAXY,null
3.85938E+18,1.23767E+18,178.9225014,35.36018193,22.95543289,21.43946075,19.95612717,19.19626045,18.70594788,23.83769226,-999,GALAXY,null
3.85938E+18,1.23767E+18,178.9225014,35.36018193,22.95543289,21.43946075,19.95612717,19.19626045,18.70594788,23.83769226,-999,GALAXY,null
3.85938E+18,1.23767E+18,179.4861211,35.39656322,24.6419239,21.74015236,20.51879501,19.62862587,19.05646706,23.80852699,-999,GALAXY,null
3.85938E+18,1.23767E+18,179.4861211,35.39656322,24.6419239,21.74015236,20.51879501,19.62862587,19.05646706,23.80852699,-999,GALAXY,null
3.85938E+18,1.23767E+18,179.6225551,35.40031869,23.28180695,21.77931595,20.13653183,19.13136482,18.67388725,23.62369919,-999,GALAXY,null
3.85938E+18,1.23767E+18,179.7324387,35.5334323,25.3959465,22.30705643,20.31508255,19.29091835,18.82377434,23.73345947,-999,GALAXY,null
3.85938E+18,1.23767E+18,179.6222057,35.59085343,22.74595833,21.45349121,20.15699005,19.36161613,18.83213043,23.81496048,-999,GALAXY,null
3.85938E+18,1.23767E+18,178.8230168,35.66895124,20.16562653,18.30537987,17.34797287,16.80600166,16.40324783,22.21482849,-999,GALAXY,null
3.85938E+18,1.23767E+18,179.4279129,35.82441734,22.09247017,21.76353073,20.27908134,19.4609108,19.07714081,23.12458992,-999,GALAXY,null
3.8604E+18,1.23767E+18,182.1361948,29.02700152,22.42592239,21.82749748,21.67793846,21.56936073,21.25291824,23.10700798,-999,QSO,null
3.86054E+18,1.23767E+18,182.1769626,32.20300852,22.13898659,21.6002636,21.46151733,21.61783028,21.77058983,22.83968353,-999,STAR,CV
3.86054E+18,1.23767E+18,181.8123342,32.52135774,26.4806881,22.13951492,20.26050568,19.41315842,18.94075203,23.95911026,-999,GALAXY,null
3.86054E+18,1.23767E+18,182.347342,32.6347877,23.53782082,21.42805099,19.81744385,19.01278496,18.51528168,22.9009819,-999,GALAXY,null
3.86054E+18,1.23767E+18,182.5790271,32.64065333,24.72932053,23.31985855,21.03204155,19.58210754,18.92940903,24.39701271,-999,GALAXY,null
3.86054E+18,1.23767E+18,182.5790271,32.64065333,24.72932053,23.31985855,21.03204155,19.58210754,18.92940903,24.39701271,-999,GALAXY,null
3.86099E+18,1.23767E+18,184.214373,26.19590379,27.06430817,21.08965874,19.63721657,18.68400574,18.18548012,24.20017624,-999,GALAXY,null
3.86099E+18,1.23767E+18,184.214373,26.19590379,27.06430817,21.08965874,19.63721657,18.68400574,18.18548012,24.20017624,-999,GALAXY,null
3.86099E+18,1.23767E+18,183.7642549,27.17776535,22.22240257,21.3531208,21.33297729,21.25361824,21.05729675,23.60663414,-999,QSO,BROADLINE
3.86128E+18,1.23767E+18,184.4927502,31.54901851,22.10510254,21.74710083,21.71291161,21.7719059,21.41937828,22.85469055,-999,STAR,WDcooler
3.86128E+18,1.23767E+18,183.9158484,31.64342705,22.19887352,20.33655548,18.63025856,18.09734917,17.72041893,23.65616035,-999,GALAXY,null
3.86128E+18,1.23767E+18,184.6309293,31.72823048,21.39429283,21.26111603,20.79205513,20.77503014,20.91319847,22.06640053,-999,QSO,null
3.86128E+18,1.23767E+18,184.305272,32.09893801,22.83765602,21.72843933,20.22008896,19.43535614,18.74615288,23.77790642,-999,GALAXY,null
3.86173E+18,1.23767E+18,186.2331324,28.04063326,22.22860146,21.43701172,20.01628685,19.24285126,18.83577538,23.59130478,-999,QSO,BROADLINE
3.86173E+18,1.23767E+18,185.8245479,28.16119152,22.40639877,21.77466774,21.7008667,21.90423393,21.70185661,23.10795784,-999,QSO,null
3.86173E+18,1.23767E+18,185.809028,28.25433409,22.7058239,21.92199898,21.02366066,19.91024971,19.42503929,23.68706894,-999,GALAXY,null
3.86173E+18,1.23767E+18,185.8016049,28.4493797,22.80246162,21.21590233,19.53632927,18.69617844,18.26779556,23.34833527,-999,GALAXY,null
3.86173E+18,1.23767E+18,185.879193,28.52056116,22.14801216,21.56745529,20.50057983,19.72391891,19.3051815,22.84905052,-999,GALAXY,null
3.86173E+18,1.23767E+18,185.847165,28.53455723,23.5182457,21.87967682,20.46969986,19.59731483,19.31771088,23.83675575,-999,GALAXY,null
3.86173E+18,1.23767E+18,186.2518304,28.55859035,15.49890423,13.59937382,12.80913353,12.38274574,12.04394531,16.53351402,-999,GALAXY,BROADLINE
3.86296E+18,1.23767E+18,189.4441202,20.7686234,23.47190666,21.75961494,20.68523979,19.85264015,19.37969208,23.91208839,-999,GALAXY,AGN
3.86296E+18,1.23767E+18,189.1104899,20.84272974,24.89843178,20.68877792,19.07265663,18.41228867,18.03606987,23.98846436,-999,GALAXY,null
3.86296E+18,1.23767E+18,188.8893174,20.88082705,24.05982399,21.95963287,20.4240284,19.63775826,19.1339798,23.16766548,-999,GALAXY,null
3.86296E+18,1.23767E+18,189.1858906,21.33776541,26.5334034,21.23293686,19.4270153,18.81298256,18.22913742,23.67608643,-999,GALAXY,null
3.86296E+18,1.23767E+18,188.8611019,21.34298531,23.93881798,21.31759071,19.46179771,18.64605713,18.02911568,23.75184441,-999,GALAXY,AGN BROADLINE
3.86296E+18,1.23767E+18,189.3682312,21.35377501,24.77339172,21.20140266,20.03552437,19.08012581,18.58646584,24.09837341,-999,GALAXY,null
3.86328E+18,1.23766E+18,190.4451501,15.24821251,22.73498154,21.71045685,20.82380486,20.27831459,19.67463303,23.2063942,-999,QSO,BROADLINE
3.86335E+18,1.23767E+18,190.4546715,18.97954601,21.07265282,20.27231789,20.10691452,20.02288437,19.8269062,23.11477089,-999,STAR,A2II (39866)
3.86335E+18,1.23767E+18,190.5669502,19.00855258,22.44318008,21.59820557,20.51791954,19.65388298,19.23454857,23.41607666,-999,GALAXY,STARFORMING
3.86335E+18,1.23767E+18,190.8127024,19.16653585,23.95934486,21.92643166,20.23696327,19.29312515,18.79771614,23.91849899,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.821871,19.31104015,23.73002243,21.16394043,19.46187973,18.76062202,18.3458252,24.0705986,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.184703,19.32759673,25.21680641,21.56869507,20.08207321,19.10666275,18.74661446,21.64003181,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.8230812,19.54107356,24.33181763,20.88773346,19.13957977,18.52904701,18.22271919,23.89017487,-999,GALAXY,null
3.86335E+18,1.23767E+18,190.357604,19.72147938,24.53405952,22.21920776,20.85176086,19.95808411,19.71379089,23.87176323,-999,GALAXY,null
3.8643E+18,1.23766E+18,193.4090352,14.272997,24.19866562,22.58640289,21.37867546,19.33904839,18.09300041,23.64604378,-999,STAR,M6
3.8643E+18,1.23766E+18,193.7700249,14.31095022,21.34731293,20.94408798,20.98249435,20.88685036,20.79901314,23.29589081,-999,QSO,BROADLINE
3.8643E+18,1.23766E+18,194.0284803,14.33366235,21.52131653,20.95965004,20.77578926,20.76485252,20.85024261,23.36906433,-999,STAR,CV
3.8643E+18,1.23766E+18,194.302042,14.50275041,22.34563637,21.89523697,20.47577286,19.42559433,18.87204552,23.74112701,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.5752595,13.35298097,22.06098366,21.31367493,21.13298988,21.24703217,21.33578682,22.75055695,-999,STAR,A8V (155514)
3.86455E+18,1.23766E+18,194.7090366,13.51092753,26.5853653,22.66100502,20.91605949,19.8313942,19.35146523,24.37433052,-999,GALAXY,null
3.86455E+18,1.23766E+18,194.6985991,13.62180325,21.95312119,19.84282303,18.40060616,17.7662468,17.35242271,23.06472778,-999,GALAXY,STARFORMING
3.86455E+18,1.23766E+18,193.7995992,13.95253117,22.06328392,20.12026215,18.57237053,17.97989845,17.61712837,23.09790421,-999,GALAXY,null
3.86458E+18,1.23767E+18,194.525954,25.85967428,22.30683327,21.67403603,21.58574295,21.48594475,21.48750496,23.676157,-999,STAR,A9V (154660)
3.86458E+18,1.23767E+18,194.1537493,25.90332811,22.25164604,21.08849716,19.72579575,19.22472763,18.84465218,21.72087097,-999,QSO,BROADLINE
3.86458E+18,1.23767E+18,194.9756059,26.20333343,22.60415649,21.5802536,21.71172523,21.85790443,21.97239494,23.81964111,-999,STAR,A4V (136729)
3.86458E+18,1.23767E+18,194.8267945,26.28938319,21.83186913,20.77774429,20.60804558,20.46764183,20.23427391,22.95923042,-999,STAR,F2V (33256)
3.86458E+18,1.23767E+18,194.8912926,26.34005582,24.04631996,22.10409355,20.74279022,19.76716995,19.3127594,23.82516098,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.7733256,31.4228507,20.39477921,18.72887039,17.87367058,17.48709297,17.20513916,23.66484451,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.3461907,31.49715386,22.20461082,22.35257339,20.54631424,19.48251534,18.87709045,24.1128273,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.2620742,31.50634327,21.68850899,20.65894699,20.35725594,20.22810364,19.98909378,23.63301277,-999,QSO,BROADLINE
3.86472E+18,1.23767E+18,194.3904117,31.57357945,21.56995773,20.36963463,20.06970215,19.97694778,20.03650665,23.16147041,-999,STAR,F2V (33256)
3.86472E+18,1.23767E+18,194.7124721,31.58402727,24.44948769,24.16095924,21.30148888,19.83410454,19.48674393,24.40061569,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.2974001,31.63087298,22.25430298,21.11651039,20.32564926,20.05220795,19.49652863,22.01269341,-999,GALAXY,STARBURST
3.86472E+18,1.23767E+18,194.2974001,31.63087298,22.25430298,21.11651039,20.32564926,20.05220795,19.49652863,22.01269341,-999,GALAXY,STARBURST
3.86472E+18,1.23767E+18,195.0453394,31.70262916,20.15636253,19.72163963,19.54132462,19.37328148,19.09901619,23.84937477,-999,QSO,BROADLINE
3.86472E+18,1.23767E+18,194.3861794,31.70378184,22.25481796,21.476614,21.2621994,21.44626999,21.432827,23.76682663,-999,QSO,null
3.86472E+18,1.23767E+18,195.3068119,31.77245046,22.4040699,20.89685822,19.16946983,18.55729866,18.04974747,23.92933846,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.9217879,31.99896362,22.0439167,22.1125679,20.34799957,19.3974514,18.88119888,23.24712181,-999,GALAXY,null
3.86472E+18,1.23767E+18,194.0529386,32.0075195,22.35825539,21.30979538,19.92553139,19.13706398,18.64959526,23.76770973,-999,GALAXY,STARFORMING
3.86472E+18,1.23767E+18,194.8248166,32.07568693,24.676054,22.00547791,20.25378609,19.38011551,18.83810234,23.50004005,-999,GALAXY,null
3.86494E+18,1.23766E+18,194.7904667,40.78683276,24.55919456,22.20178032,20.51620293,19.57356071,19.06163788,23.47739601,-999,GALAXY,null
3.86494E+18,1.23766E+18,196.0215647,40.82218548,22.49038124,22.16398239,20.97873306,19.66291237,19.42663383,23.95909882,-999,GALAXY,null
3.86494E+18,1.23766E+18,194.8793519,41.11145099,22.21548462,21.15632248,21.24054337,21.17611885,21.75449371,24.12557602,-999,QSO,BROADLINE
3.86494E+18,1.23766E+18,195.5312696,41.22534746,21.99458694,20.53972244,18.83385086,18.06705856,17.6125927,24.14319038,-999,GALAXY,null
3.86511E+18,1.23766E+18,195.4680209,36.04141304,19.98111153,19.1646595,18.80864143,18.43414116,18.38668442,20.71821594,-999,GALAXY,STARBURST
3.86511E+18,1.23766E+18,195.5968609,36.14129868,20.63127518,20.26130295,20.03110313,19.89596176,19.97434425,21.5755806,-999,QSO,BROADLINE
3.86511E+18,1.23766E+18,195.3656915,36.51769664,19.50328064,18.31598473,17.82396507,17.50715065,17.3912487,19.66490746,-999,GALAXY,STARFORMING
3.86511E+18,1.23766E+18,195.3706924,36.59481032,22.49803543,22.27230835,20.83424187,19.82674408,19.43081474,23.8243885,-999,GALAXY,null
3.86511E+18,1.23766E+18,195.3423066,36.61058079,20.11124611,18.76561165,17.49695587,16.96626282,16.5760479,21.16447449,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.0562096,34.15303299,23.52844429,21.950243,20.5982914,19.7574234,19.22351074,22.71427917,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.0562096,34.15303299,23.52844429,21.950243,20.5982914,19.7574234,19.22351074,22.71427917,-999,GALAXY,null
3.86525E+18,1.23767E+18,195.7156982,34.1698699,24.55166245,21.83039474,20.3437233,19.54923439,19.07234955,23.41086006,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.0037373,34.34667247,22.87453651,21.47031021,20.50029182,19.57536316,19.054245,21.93717194,-999,GALAXY,null
3.86525E+18,1.23767E+18,196.2852689,34.36955153,25.7972908,21.96860886,21.32655525,21.14501572,21.06304932,23.7204895,-999,QSO,null
