galex_objid,sdss_objid,ra,dec,u,g,r,i,z,nuv_mag,fuv_mag,classs,subclass
6.37873E+18,1.23767E+18,184.315511,23.53675752,19.69247818,18.28098679,17.62252045,17.28341103,17.12919235,22.33247375,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.3562454,23.14154645,19.21329117,18.02946663,17.39567184,17.03228378,16.7901001,19.55176353,20.73191643,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,183.4167745,21.97496161,21.04421806,20.47159195,20.45896149,20.44973946,20.14845085,21.77062035,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,183.0002846,22.10070278,22.07585907,21.35255623,19.62017822,18.89446449,18.49658012,22.06539345,-999,GALAXY,null
6.37873E+18,1.23767E+18,183.3115658,22.51360541,21.8267765,20.55966568,20.44869041,20.43541145,20.36006927,21.83473969,-999,STAR,A8V (155514)
6.37873E+18,1.23767E+18,183.1437504,21.41463978,20.76443481,20.15512085,19.98157692,19.95383263,19.97172737,21.99683952,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,183.3532114,21.66894241,17.85963058,15.96716595,15.12850761,14.74686718,14.41106606,21.96369743,-999,GALAXY,null
6.37873E+18,1.23767E+18,183.3405574,21.77495732,23.00284958,21.68357849,20.00477219,19.18945694,18.70694733,22.05431938,-999,GALAXY,null
6.37873E+18,1.23767E+18,183.0351178,21.25613433,19.51021385,18.31588554,17.69665146,17.36058617,17.11894608,20.25827599,21.04462624,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,183.0083937,21.3212926,19.71081924,18.3223896,17.59539604,17.16954994,16.85148811,20.97373009,21.40748978,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,183.2082094,21.32845166,20.23811913,18.53453064,17.60189819,17.1914196,16.89437294,21.68876648,21.2203331,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.7831568,23.57844505,21.97977066,21.51447105,20.29422379,19.35136032,18.79804993,22.22772598,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.76924,23.62381387,20.94886017,20.41779137,20.43471527,20.42437744,20.05942726,22.00601387,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,185.9113674,23.8307572,19.96967125,19.53050613,19.42752266,19.11496162,19.23147392,21.66777039,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,185.594962,23.87668163,20.68359375,19.97951508,19.92105103,19.83785629,19.55729675,21.42643547,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,185.4746363,23.86749062,18.73983574,17.13515472,16.38822174,16.02421951,15.79580784,19.07059288,19.66252327,GALAXY,null
6.37873E+18,1.23767E+18,185.2498127,22.63692612,21.11255264,20.25160789,19.48325539,19.19544411,18.93369293,22.14425278,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,184.8362418,22.74764512,20.44468689,18.51990128,17.47829628,16.99802208,16.64442062,22.22744751,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.6964966,23.05897431,22.16967964,21.55602264,21.57572937,21.56895828,22.02313614,22.32836914,-999,STAR,WDhotter
6.37873E+18,1.23767E+18,185.509813,23.1706442,19.23449326,18.00020981,17.39761734,17.06304169,16.86212349,19.7958889,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,184.7431921,22.83072479,19.73224831,18.41451073,17.92055893,17.57190132,17.39156342,-999,20.64886475,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.0064262,23.06664911,19.79591942,18.27687263,17.38967896,16.94187927,16.64420319,20.64740944,21.52023697,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,184.9745233,23.4794721,18.75265503,17.36515427,16.65946388,16.29068184,16.08372307,19.75337029,19.78006744,GALAXY,null
6.37873E+18,1.23767E+18,184.4592996,22.11952127,23.60009384,21.94053459,20.4072876,19.53144836,18.9326992,22.38637733,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.9852645,22.3210973,24.41989517,20.68774414,18.93312645,18.18568039,17.7754364,22.44996643,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.3916373,22.54017541,15.12445927,13.92446232,13.30927181,13.01765633,12.8643856,15.70988178,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,184.9337268,22.66065519,22.30379677,21.47781944,19.38852501,18.62011909,18.3676548,22.41275597,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.8959522,22.19856825,19.62714958,18.08449745,17.33555031,16.95969009,16.64795303,20.86107635,20.4774971,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,184.2382066,21.52409942,19.98893166,18.39357758,17.5003624,17.06458664,16.73867226,21.32313538,-999,GALAXY,null
6.37873E+18,1.23767E+18,183.6675352,21.59603907,19.44741631,18.20442963,17.67550278,17.41258049,17.13213158,20.79418945,-999,GALAXY,null
6.37873E+18,1.23767E+18,183.8230479,21.66419309,22.52838326,21.12195778,21.00880241,20.80921364,20.43244171,21.35140991,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,183.8310421,21.76522471,20.89393234,20.1919136,20.09084702,20.03643036,19.7229557,21.2860508,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,184.4499417,21.78727725,23.26508331,21.16722679,19.57013702,18.78934479,18.44842529,22.67682457,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.4499417,21.78727725,23.26508331,21.16722679,19.57013702,18.78934479,18.44842529,22.67682457,-999,GALAXY,null
6.37873E+18,1.23767E+18,183.8274522,20.64074044,17.21161652,16.3188076,16.63059044,17.64282799,17.45344734,-999,17.76643753,GALAXY,STARBURST
6.37873E+18,1.23767E+18,183.2362233,19.03225511,22.95510864,22.04494667,22.1078434,21.91499138,22.46354103,22.6989212,-999,STAR,CV
6.37873E+18,1.23767E+18,183.1521097,19.27325535,22.22375488,21.49459648,20.73967552,19.77768135,20.20515823,22.21535301,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,183.0580169,19.33318991,21.41197205,20.26413345,19.71889687,19.41898346,19.33661842,22.19702339,-999,STAR,G2
6.37873E+18,1.23767E+18,183.103176,19.47122108,21.30419922,20.61598969,19.78598213,18.9865036,18.5956974,22.37841797,-999,QSO,null
6.37873E+18,1.23767E+18,183.4326393,19.75192129,22.22793007,21.4283886,20.39958572,19.3306427,18.85823059,22.12471962,-999,QSO,null
6.37873E+18,1.23767E+18,183.593884,19.8401323,24.13845444,22.05873489,20.89951134,19.8933506,19.21644592,22.57967758,-999,GALAXY,null
6.37873E+18,1.23767E+18,182.6918498,19.37486419,22.72924423,20.93995667,19.26295853,18.48605347,18.05755615,-999,22.41312408,GALAXY,null
6.37873E+18,1.23767E+18,183.0280295,19.18296596,19.21405983,18.23629189,17.76463127,17.46658134,17.27386856,20.03670883,21.08004379,GALAXY,STARBURST
6.37873E+18,1.23767E+18,187.9665479,26.03300256,22.77069283,22.01839256,20.33984566,19.53237343,19.08187103,22.36444473,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.6766087,26.26375604,19.69730186,18.59167099,17.83238411,17.4446125,17.18009758,20.37816048,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,187.6766087,26.26375604,19.69730186,18.59167099,17.83238411,17.4446125,17.18009758,20.37816048,-999,GALAXY,null
6.37873E+18,1.23767E+18,188.2851874,26.34935818,16.91877174,14.90053654,13.90269852,13.47881603,13.14646721,20.51333237,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.5476251,26.43297927,18.02150345,16.87123299,16.39452744,16.12721252,15.98974705,18.72400093,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,187.7593465,26.5437643,21.80280304,21.56549454,21.0145874,19.96532822,20.58976364,22.30651093,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.8066468,26.64158854,22.63945389,21.97168922,21.79856873,21.87980843,21.83884811,22.83154488,-999,QSO,null
6.37873E+18,1.23767E+18,187.8594276,26.78149249,20.68617439,20.26641273,20.07811928,20.04808044,19.73288536,20.81439781,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,187.8594276,26.78149249,20.68617439,20.26641273,20.07811928,20.04808044,19.73288536,20.81439781,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,188.4762209,26.84759305,20.40432167,19.97754097,19.99112701,19.65977478,19.43283081,-999,20.62238503,QSO,BROADLINE
6.37873E+18,1.23767E+18,187.9400882,26.27277962,20.72634315,19.95496368,19.89514923,19.87419891,19.61180305,22.06209373,22.09270477,QSO,BROADLINE
6.37873E+18,1.23767E+18,187.7565296,26.56155299,18.93055344,17.5345459,16.79854012,16.41570282,16.15210152,19.91028404,20.53132439,GALAXY,null
6.37873E+18,1.23767E+18,187.0212319,23.46979516,22.22596359,21.4554882,20.04566002,19.30552864,18.9871254,22.12611961,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.0212319,23.46979516,22.22596359,21.4554882,20.04566002,19.30552864,18.9871254,22.12611961,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.0122849,24.16326713,21.79388237,20.83498955,20.68865395,20.58175468,20.36507988,22.72572708,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.0122849,24.16326713,21.79388237,20.83498955,20.68865395,20.58175468,20.36507988,22.72572708,-999,STAR,A1III (225180)
6.37873E+18,1.23767E+18,187.100486,24.3094258,21.27336693,20.3074379,20.21921539,20.19338417,20.09273338,22.25186729,-999,STAR,A4 (G_165-39)
6.37873E+18,1.23767E+18,186.4345338,24.37999714,22.56656837,21.93679619,21.85944748,21.95177269,21.3158493,22.62896156,-999,QSO,null
6.37873E+18,1.23767E+18,186.8852838,24.05466557,19.28276825,18.06758499,17.61065102,17.37587547,17.17890358,19.74418068,20.01907921,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,186.8859401,24.08898345,19.14826012,17.6771183,16.97277641,16.55341721,16.31438065,21.48282242,20.76180267,GALAXY,null
6.37873E+18,1.23767E+18,185.9453094,22.52981477,21.57551765,21.1738205,21.11662102,21.38941383,21.23059273,21.69910431,-999,QSO,null
6.37873E+18,1.23767E+18,186.0482014,23.4718985,22.24344063,21.37158775,20.16160202,19.3884964,19.19350052,21.99319458,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.3591175,23.21664531,18.38170052,16.91247559,16.08415222,15.6869173,15.4193449,-999,19.64647293,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,186.1738178,22.66012644,20.54958344,20.14806175,20.39456558,20.70299721,20.86522675,20.53776741,20.39146423,STAR,WD
6.37873E+18,1.23767E+18,186.2384828,23.13766007,18.48318672,17.27355957,16.64718819,16.31118011,16.08913612,19.82847595,20.25250244,GALAXY,null
6.37873E+18,1.23767E+18,186.1987406,23.51312526,19.59362221,18.37500763,17.90295601,17.59653473,17.43834877,20.96411705,21.53164482,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.5282491,21.82018651,20.60948944,20.1106987,20.10220909,20.03215599,19.78882599,20.76956749,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,185.7839306,22.01240639,25.90042496,21.6880188,20.4503746,19.63259697,19.2211647,21.931633,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.686861,22.35864962,22.24744606,21.6613121,21.55459976,21.43319511,21.28590012,-999,22.13819313,STAR,F3/F5V (30743)
6.37873E+18,1.23767E+18,186.0523081,22.22475746,19.1373806,18.1058197,17.50654602,17.16858482,16.9603653,19.87623978,21.13484955,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.1262434,20.694895,21.25260735,20.20285034,20.30321503,20.41012764,20.46720695,22.21764755,-999,STAR,A0
6.37873E+18,1.23767E+18,185.0966618,21.28537104,22.6302681,20.61725235,18.73869514,18.01105499,17.59017563,22.30010223,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.0744011,21.29818924,20.26729774,18.56133842,17.51366043,17.08503914,16.7433815,21.57178497,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.3286773,21.32744264,21.56600952,20.80681229,20.68668938,20.53113556,20.26531982,21.44812584,-999,STAR,F3/F5V (30743)
6.37873E+18,1.23767E+18,185.5237261,21.27870442,19.2790947,18.08546448,17.36933517,17.04854202,16.77659225,20.49783516,21.8378849,GALAXY,null
6.37873E+18,1.23767E+18,184.8635398,21.30084972,19.77723694,19.503582,19.44027901,19.09688759,19.08673286,20.03958511,20.1489296,QSO,BROADLINE
6.37873E+18,1.23767E+18,184.884249,21.55693033,18.78014565,18.62055588,18.20416451,18.16449738,18.72697639,18.87442207,19.00269699,GALAXY,STARBURST
6.37873E+18,1.23767E+18,185.1307634,21.63130162,19.7840519,18.52762222,17.84378433,17.47343254,17.21050262,20.00310326,20.426054,GALAXY,null
6.37873E+18,1.23767E+18,184.9153264,20.09653899,19.75608253,18.31101036,17.41296005,16.99139404,16.68351555,20.11658478,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.7365642,20.58036198,22.18880463,21.57273674,21.25260162,21.62145996,20.84339333,22.58058357,-999,STAR,A1III (225180)
6.37873E+18,1.23767E+18,184.9503184,20.64790294,22.29504013,20.43466377,18.79600906,18.20675468,17.81101227,-999,22.12439346,GALAXY,null
6.37873E+18,1.23767E+18,184.2216259,19.97227056,22.56581306,21.57057381,20.12572289,18.95958328,18.63127518,22.58237457,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.2216259,19.97227056,22.56581306,21.57057381,20.12572289,18.95958328,18.63127518,22.58237457,-999,GALAXY,null
6.37873E+18,1.23767E+18,184.085364,19.5054468,19.30011749,17.90831566,17.29950523,16.73443794,16.78351784,-999,20.23521042,GALAXY,null
6.37873E+18,1.23767E+18,183.7429604,19.51637803,18.89802361,17.89968109,17.55924606,17.39115334,17.33460426,19.04419899,19.10267448,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,183.3417835,18.86859332,21.33904648,20.31135178,20.39874268,20.42123413,20.43600655,22.0062294,-999,STAR,WD
6.37873E+18,1.23767E+18,183.7231878,18.92346632,20.02591705,18.52314377,17.85315323,17.43882751,17.1497345,21.44502449,21.63399887,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,189.0919223,26.34416163,23.20547867,22.00534821,20.45806503,19.38757896,19.09781456,23.0032692,-999,GALAXY,null
6.37873E+18,1.23767E+18,189.4095632,26.60071717,23.42994118,22.27780342,20.40077591,19.47783661,19.05718422,22.97296333,-999,GALAXY,null
6.37873E+18,1.23767E+18,189.1398858,26.63929057,22.41010284,21.40232658,20.14869118,19.32724571,18.89484406,22.72862816,-999,GALAXY,null
6.37873E+18,1.23767E+18,188.9758456,26.66054226,21.30609703,20.65906143,20.30429077,20.34797287,20.1426506,22.39295959,-999,STAR,F6III (61064)
6.37873E+18,1.23767E+18,188.9056774,26.77337243,24.39679718,23.19407082,21.15156364,19.93314362,19.3698597,22.5637207,-999,GALAXY,null
6.37873E+18,1.23767E+18,188.9266631,26.90912332,18.17553329,16.39576721,15.59945488,15.20790005,14.93753338,20.97257805,-999,GALAXY,null
6.37873E+18,1.23767E+18,189.3964146,27.15773749,22.03329086,21.50984573,20.33603477,19.39649391,18.86424065,21.89191818,-999,GALAXY,null
6.37873E+18,1.23767E+18,189.3964146,27.15773749,22.03329086,21.50984573,20.33603477,19.39649391,18.86424065,21.89191818,-999,GALAXY,null
6.37873E+18,1.23767E+18,189.0031618,26.65640819,20.95084381,19.43906021,18.41630363,17.93626022,17.57118607,21.42254639,21.58793831,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,189.1662432,26.82993319,16.15117073,14.26535416,13.40816212,13.00270367,12.70731163,19.46166039,21.3837204,GALAXY,null
6.37873E+18,1.23767E+18,189.0271016,25.27880675,22.18571281,20.34017181,18.70750046,18.10615349,17.7399826,22.45617104,-999,GALAXY,null
6.37873E+18,1.23767E+18,188.2049243,25.91648493,21.97718048,20.95713615,19.56085396,19.09700775,18.71811867,-999,21.72208977,GALAXY,AGN BROADLINE
6.37873E+18,1.23767E+18,186.6465627,22.99543306,23.0696907,22.07719231,20.88103867,19.95343971,19.70828819,21.95261574,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.2987696,23.25136573,22.64585495,21.80285835,21.75606346,21.75557137,21.47589302,22.40265465,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,186.348131,21.6724002,25.33324051,22.43584633,20.88369751,19.70224571,19.34726524,21.78437233,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.0586009,22.00624219,23.33990288,21.47945404,19.85951805,19.07902145,18.49905968,22.24211693,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.9556416,22.23847033,20.38427734,18.95182228,17.81848145,17.29719734,16.9399128,21.03244019,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.7868283,22.25187149,23.39748955,21.72676659,20.41451263,19.65379524,19.16621017,22.20237923,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.1364318,22.32862128,21.06506538,20.49410629,20.3674202,20.41317558,20.38640022,22.10499954,-999,STAR,F0IV (81937)
6.37873E+18,1.23767E+18,186.8696697,21.63203288,19.70879936,18.50910187,17.78709793,17.41260147,17.12238693,20.3385849,21.02720833,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,187.1164904,21.82683266,18.58311081,17.29382324,16.70944977,16.31291771,16.16653442,19.23336792,19.42589569,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,186.9194295,22.07748603,19.03003311,18.04817581,17.69289589,17.46608543,17.27960777,20.12427521,20.21465302,GALAXY,STARBURST
6.37873E+18,1.23767E+18,186.7497629,21.21286353,23.68338585,21.43440628,19.64133835,18.84293365,18.38717842,22.1138649,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.404648,21.42997143,22.80077934,21.19149399,19.58603287,18.78475189,18.39421463,22.13730812,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.5181494,21.64082292,23.39062881,21.74205971,20.07869339,19.23066711,18.75725555,22.62024117,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.929745,21.17880777,21.65553856,20.92848015,20.82095146,20.61932182,20.58892059,20.90779495,21.20771027,QSO,BROADLINE
6.37873E+18,1.23767E+18,186.1412163,21.52004832,19.12415123,17.77001381,17.18499565,16.83675957,16.64508057,19.79853249,20.21239471,GALAXY,null
6.37873E+18,1.23767E+18,185.4886716,19.90623079,23.48503876,21.54523468,20.698452,19.87444687,19.56143379,22.06867409,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.7607721,19.91681791,19.91132736,18.32073975,17.45480347,16.96928978,16.54664612,21.39142609,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.8456614,20.10109897,22.02956772,21.50779152,21.45084572,21.31600952,21.35640144,22.04603195,-999,QSO,null
6.37873E+18,1.23767E+18,185.5985429,20.23803794,22.84460258,21.9886837,21.92032051,21.78863335,21.18707085,21.73262596,-999,QSO,null
6.37873E+18,1.23767E+18,186.0076743,20.42414693,18.79973221,16.97655106,16.0573864,15.6164999,15.28483868,20.20027733,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.4824481,20.59664741,21.02033424,20.48238564,20.39247894,20.28141022,20.16995049,20.9716301,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,185.8350398,20.64842173,20.0032196,18.53539658,17.79031181,17.37109184,17.06970596,21.3925724,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.8077709,20.36111543,19.76993942,18.46118355,17.8665638,17.46209908,17.27103996,20.85737038,20.94157982,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.7086513,19.40505056,22.30395126,21.24207306,21.00196648,21.051054,20.68669319,22.66957283,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,185.4267876,19.48868499,19.72154999,18.4549942,17.83872795,17.423172,17.1643219,20.92544174,22.11981583,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.1913323,19.62036283,19.01442146,17.78909874,17.17181206,16.81966019,16.55192184,19.3656311,20.79075623,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.1529808,20.02185928,19.46566963,18.28189468,17.70639992,17.32204628,17.09473419,20.23730278,20.97296333,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,190.6361754,26.20738723,22.61143112,21.51964951,19.86857414,18.91493034,18.46678352,22.42101288,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.5509414,26.25454385,24.69639015,21.99976158,20.85363579,19.78335762,19.67724991,22.69171524,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.9295904,26.35917012,20.23843193,18.47387314,17.25035095,16.76594925,16.40044594,22.0871582,-999,GALAXY,null
6.37873E+18,1.23767E+18,189.7995243,26.75386833,25.09965706,22.54070282,20.62994957,19.92835045,19.53609848,22.24920273,-999,STAR,Carbon
6.37873E+18,1.23767E+18,188.9454328,23.55022959,20.860569,20.25063705,19.86885071,19.60512352,19.40226746,21.31709862,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,188.771606,23.67798535,23.45778847,21.80624962,20.73351288,19.87480164,19.34835243,22.27568245,-999,GALAXY,null
6.37873E+18,1.23767E+18,188.8714344,24.23596215,20.54051018,19.78600121,19.78436089,19.77166176,19.65784264,21.73926735,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,189.0075278,23.33347537,21.0018425,20.26134872,19.90890312,19.7027626,19.37415504,22.40871048,22.09461784,QSO,BROADLINE
6.37873E+18,1.23767E+18,188.8236805,23.48319857,19.59191132,18.26880646,17.25872803,16.76990318,16.48568726,20.47213745,21.04481125,GALAXY,null
6.37873E+18,1.23767E+18,188.5651827,23.59652181,19.03678894,18.29734993,17.86368752,17.64054489,17.57344055,19.52100372,19.55900192,GALAXY,STARBURST
6.37873E+18,1.23767E+18,188.7642438,23.67136625,18.76592636,17.48629189,16.91286469,16.56725693,16.34418106,19.79650116,20.3285656,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,188.8434048,23.82812413,19.38496399,18.28886032,17.66042137,17.29457474,17.12493706,20.39833641,21.11378098,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,188.98434,23.93019165,19.32560921,17.89513206,17.17702103,16.71559715,16.43850708,20.46690178,22.06845284,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,188.1745922,21.70898112,26.07506561,21.52737236,20.48230934,19.3580513,18.93209648,22.34019089,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.9051224,21.95882132,22.9181366,21.17318726,20.15018272,19.2601738,18.77603531,21.97581673,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.927939,22.15992055,22.85514069,21.80076027,21.83164024,21.87618446,20.99286652,22.21026421,-999,STAR,WDcooler
6.37873E+18,1.23767E+18,187.6232993,22.23673771,18.35377502,16.39671326,15.63542175,15.18311214,14.87881279,21.15287781,-999,GALAXY,null
6.37873E+18,1.23767E+18,187.9422594,22.63716012,18.53606415,17.48704338,17.08465576,16.87542915,16.64151382,19.22777939,-999,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,187.6960432,21.51643001,19.39024353,18.29019737,17.60391426,17.235466,16.9782238,19.79661369,20.15083313,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,187.587424,21.86418554,19.84683037,19.59964371,19.47747421,19.25505638,19.22351074,20.57074738,21.7849617,QSO,BROADLINE
6.37873E+18,1.23767E+18,187.5409584,22.04744431,19.57205582,17.94692612,16.95225525,16.50987244,16.23713303,20.58846092,21.12407112,GALAXY,null
6.37873E+18,1.23767E+18,187.5625541,22.18213214,19.64204979,18.99382401,18.26892853,17.97697449,17.66967964,20.82374573,21.74173355,GALAXY,STARBURST
6.37873E+18,1.23767E+18,187.8313158,22.50036943,20.2116127,20.00466347,20.36519623,20.70000839,20.91764259,19.82068825,19.42843246,STAR,WD
6.37873E+18,1.23767E+18,186.7546083,19.93900069,22.39938164,21.76573753,21.7303791,21.55159569,21.22601509,22.04813004,-999,QSO,null
6.37873E+18,1.23767E+18,186.8096577,20.03512078,23.53281784,21.71209908,20.28557587,19.26472092,18.9414196,22.22700691,-999,GALAXY,null
6.37873E+18,1.23767E+18,186.3291682,20.13615181,20.48287582,20.23752785,19.87895393,19.73373032,19.51531601,21.90365791,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,186.3968685,20.14127557,20.60610962,20.65794945,20.29436874,20.29950333,20.44324684,21.16638756,-999,QSO,null
6.37873E+18,1.23767E+18,186.3722485,20.17174556,20.92835999,20.58219147,20.34836006,19.99948692,19.9054985,21.8539257,-999,QSO,null
6.37873E+18,1.23767E+18,187.0361197,20.1795263,16.31510735,15.0671339,14.47033691,14.17562103,14.0417366,16.70744514,17.21724701,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,185.7848268,19.42565042,23.20295143,22.09137344,20.69903374,19.72441864,19.2565155,22.04853439,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.8155302,19.90725698,23.64742088,23.17708015,21.25139236,20.04459381,19.72168922,-999,21.7662487,GALAXY,null
6.37873E+18,1.23767E+18,186.541898,19.33410227,19.70415878,18.37387657,17.75937843,17.41967773,17.17100906,21.04990959,20.98817062,GALAXY,null
6.37873E+18,1.23767E+18,185.874248,19.42690151,14.68784237,13.188447,12.55145836,12.21623039,12.02698421,16.91542816,18.68958092,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,186.3620783,19.39453903,19.46865463,19.18156815,19.49057961,19.68566513,20.03131676,19.33398247,19.04687881,STAR,WDhotter
6.37873E+18,1.23767E+18,186.0654945,18.84366109,23.56292343,20.3202858,18.70997429,18.10267067,17.75507927,22.40202522,-999,GALAXY,null
6.37873E+18,1.23767E+18,185.8436937,18.91823501,20.30414009,19.83680344,19.67740631,19.62508965,19.61153221,21.63503075,-999,STAR,CV
6.37873E+18,1.23767E+18,191.0359404,25.41617214,17.94677734,16.25626564,15.52002907,15.16307449,14.88881779,20.71336365,-999,GALAXY,BROADLINE
6.37873E+18,1.23767E+18,190.9684844,25.29131265,18.71520615,17.76125336,17.40002823,17.21364784,17.18681335,19.36340714,19.68589592,GALAXY,null
6.37873E+18,1.23767E+18,190.4733095,25.6644539,19.79544258,18.19078255,17.37891769,16.99040604,16.70271301,20.37064552,20.56574821,GALAXY,null
6.37873E+18,1.23767E+18,190.6236545,25.68730196,20.54189491,20.39845848,20.30667496,20.01818275,20.2879734,19.94049644,21.15239906,QSO,BROADLINE
6.37873E+18,1.23767E+18,190.5523539,25.93250027,19.13967896,17.75099564,17.09777451,16.68041611,16.43927002,19.93353653,20.52861404,GALAXY,STARFORMING
6.37873E+18,1.23767E+18,190.4861305,24.36728104,21.12599373,20.65870476,20.66625404,20.53397942,20.32534027,21.66360092,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,190.0207884,24.61242356,20.77106857,20.48546982,20.55860329,20.58025742,20.1711731,21.77712059,-999,QSO,BROADLINE
6.37873E+18,1.23767E+18,190.2239976,24.61939839,22.60363388,21.6649189,20.84741974,19.99168015,19.86730385,22.5248127,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.2239976,24.61939839,22.60363388,21.6649189,20.84741974,19.99168015,19.86730385,22.5248127,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.7066122,24.62998271,22.10292625,21.3688755,21.08928871,21.01213837,20.68844223,23.04319191,-999,QSO,null
6.37873E+18,1.23767E+18,189.9899953,24.80256476,22.17585182,21.90166283,20.71762848,19.77799606,19.38692474,23.25035095,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.6109354,25.08583833,23.3285656,21.35887337,20.15523338,19.41614914,19.06291199,22.99154091,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.0975912,25.14646363,21.91376877,21.46316719,20.4937706,19.7973671,19.4335041,22.49449158,-999,GALAXY,null
6.37873E+18,1.23767E+18,190.6630234,24.31863468,20.56303978,20.3688488,20.14984894,19.92908478,19.65676308,21.47371292,22.49267197,QSO,BROADLINE
6.37873E+18,1.23767E+18,190.4331488,24.62860172,21.82691193,21.06449127,20.55568504,19.63970947,19.22057724,20.90190125,22.05522346,QSO,BROADLINE
